"UAI";"Rentrée";"pki.FIN.P.ressources";"pki.FIN.S.masseSalariale";"pki.FIN.S.ressourcesPropres";"pki.ENS.P.effectif";"pki.ENS.S.titulaires";"pki.ENS.S.ECtitulaires";"pki.ENS.S.DocATER";"pki.ENS.S.LRU";"pki.ETU.P.effectif";"pki.ETU.S.cycle.1.L";"pki.ETU.S.cycle.2.M";"pki.ETU.S.cycle.3.D";"pki.ETU.S.diplomeEtablissement";"pki.ADM.P.formations";"pki.ADM.S.sélective";"pki.ADM.S.hypersélective";"pki.ADM.S.surchargées";"pki.ADM.S.souschargée";"err.ADM";"Libellé";"Sigle";"Type";"Type.détaillé";"Académie";"Rattachement";"url.siteweb";"url.wikidata";"url.legifrance";"pki.K.proPres";"pki.K.resPetu";"pki.K.selPfor";"pki.K.titPetu";"pki.K.titPens"
"0592926K";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0592928M";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;1;0;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0592932S";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0592940A";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0592963A";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0592965C";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;8;0;0;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0592967E";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;0;0;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0592969G";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0593006X";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;0;0;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0593007Y";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;5;0;0;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,714285714285714;NA;NA
"0593027V";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;0;0;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;NA;NA
"0593030Y";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0593034C";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;0;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0593036E";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0593040J";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0593052X";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;0;0;2;0;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0593058D";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;0;0;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,666666666666667;NA;NA
"0593060F";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0593061G";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;7;0;0;5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0593071T";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;0;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;NA;NA
"0593077Z";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;0;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0593078A";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0593104D";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0593109J";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0593114P";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0593117T";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;0;0;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0593136N";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0593199G";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0593255T";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0593256U";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0593257V";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;3;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,6;NA;NA
"0593395V";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0593495D";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0593500E";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0594278E";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;0;1;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0594365Z";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0594391C";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2;2;0;0;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,25;NA;NA
"0594424N";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0594658T";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0595124Z";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0595338G";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0595616J";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0595657D";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;0;0;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0595760R";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;8;0;0;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,888888888888889;NA;NA
"0595770B";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0595786U";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;0;0;0;2;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0595809U";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;0;0;0;0;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0595867G";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0595872M";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;0;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0595874P";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0595884A";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;0;0;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0595885B";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0595992T";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;0;0;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;NA;NA
"0595996X";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0596039U";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0596162C";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,666666666666667;NA;NA
"0596183A";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0596244S";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0596610P";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0596696H";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0596854E";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;0;2;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0596950J";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0596951K";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0596953M";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;NA;NA
"0597020K";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0600001A";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;0;2;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0600002B";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0600009J";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0600013N";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0600014P";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;0;0;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0600015R";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;0;0;0;2;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0600020W";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;1;0;0;2;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,111111111111111;NA;NA
"0600021X";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;1;0;1;0;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,142857142857143;NA;NA
"0600040T";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;0;0;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,333333333333333;NA;NA
"0600071B";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;3;0;0;3;4;"Institut polytechnique UniLaSalle";"UniLaSalle";"Autre";"École d'ingénieurs";"Amiens";"";"http://www.esitpa.org/";"https://www.wikidata.org/entity/Q3152468";"";NA;NA;0,428571428571429;NA;NA
"0600075R";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0601149Y";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0601164P";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0601194X";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0601223H";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;NA;NA
"0601700X";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0601701Y";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0601782L";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0601823F";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0601824G";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0601826J";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0601831P";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0601832R";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0601845E";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0601863Z";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0601864A";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0601865B";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0601895J";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0601910A";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;0;0;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0601983E";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0610001V";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0610002W";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;1;0;0;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,2;NA;NA
"0610006A";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0610014J";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0610018N";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0610021S";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;0;0;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0610026X";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;1;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0610692W";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0610694Y";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0610698C";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;1;0;1;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,2;NA;NA
"0610724F";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0610790C";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,666666666666667;NA;NA
"0611148S";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0611149T";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;0;0;1;2;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0611175W";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0611182D";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0611205D";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0620006V";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0620011A";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0620040G";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0620042J";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1;0;0;0;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,125;NA;NA
"0620052V";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;0;0;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0620056Z";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;0;0;1;0;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0620062F";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;0;1;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0620063G";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;0;0;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0620070P";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0620093P";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0620095S";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0620108F";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0620109G";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;0;0;0;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0620113L";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;0;0;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0620120U";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0620140R";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0620161N";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;0;1;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0620166U";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0620190V";"2017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
