"UAI";"Rentrée";"pki.FIN.P.ressources";"pki.FIN.S.masseSalariale";"pki.FIN.S.ressourcesPropres";"pki.ENS.P.effectif";"pki.ENS.S.titulaires";"pki.ENS.S.ECtitulaires";"pki.ENS.S.DocATER";"pki.ENS.S.LRU";"pki.ETU.P.effectif";"pki.ETU.S.cycle.1.L";"pki.ETU.S.cycle.2.M";"pki.ETU.S.cycle.3.D";"pki.ETU.S.diplomeEtablissement";"pki.ADM.P.formations";"pki.ADM.S.sélective";"pki.ADM.S.hypersélective";"pki.ADM.S.surchargées";"pki.ADM.S.souschargée";"err.ADM";"Libellé";"Sigle";"Type";"Type.détaillé";"Académie";"Rattachement";"url.siteweb";"url.wikidata";"url.legifrance";"pki.K.proPres";"pki.K.resPetu";"pki.K.selPfor";"pki.K.titPetu";"pki.K.titPens"
"0692459Y";"2014";1485611;960625;793997;13;9;9;1;0;225;19;206;NA;80;NA;NA;NA;NA;NA;NA;"École nationale supérieure des sciences de l'information et des bibliothèques";"ENSSIB";"Grand établissement";"Grand établissement";"Lyon";"";"http://www.enssib.fr/";"https://www.wikidata.org/entity/Q2791269";"";0,534458212816141;6602,71555555556;NA;4;0,692307692307692
"0692459Y";"2015";3143113;869125;789424;16;10;10;1;0;251;17;234;NA;114;NA;NA;NA;NA;NA;NA;"École nationale supérieure des sciences de l'information et des bibliothèques";"ENSSIB";"Grand établissement";"Grand établissement";"Lyon";"";"http://www.enssib.fr/";"https://www.wikidata.org/entity/Q2791269";"";0,251159916935853;12522,3625498008;NA;3,98406374501992;0,625
"0692459Y";"2016";2790896;912252;552981,000000001;18;12;12;2;0;240;14;226;NA;103;NA;NA;NA;NA;NA;NA;"École nationale supérieure des sciences de l'information et des bibliothèques";"ENSSIB";"Grand établissement";"Grand établissement";"Lyon";"";"http://www.enssib.fr/";"https://www.wikidata.org/entity/Q2791269";"";0,198137444032311;11628,7333333333;NA;5;0,666666666666667
"0692459Y";"2017";2716485;995762;578069,999999999;10;9;9;1;0;228;15;213;NA;120;NA;NA;NA;NA;NA;NA;"École nationale supérieure des sciences de l'information et des bibliothèques";"ENSSIB";"Grand établissement";"Grand établissement";"Lyon";"";"http://www.enssib.fr/";"https://www.wikidata.org/entity/Q2791269";"";0,21280073330057;11914,4078947368;NA;3,94736842105263;0,9
"0692459Y";"2018";2833745;1068530;707329,999999999;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École nationale supérieure des sciences de l'information et des bibliothèques";"ENSSIB";"Grand établissement";"Grand établissement";"Lyon";"";"http://www.enssib.fr/";"https://www.wikidata.org/entity/Q2791269";"";0,249609615544094;NA;NA;NA;NA
"0693735K";"2009";1753866,22;568277,3;650367,22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École nationale supérieure des arts et techniques du théâtre";"ENSATT";"Autre";"Autre établissement";"Lyon";"";"http://www.ensatt.fr/";"https://www.wikidata.org/entity/Q3578242";"";0,370819172285558;NA;NA;NA;NA
"0693735K";"2010";2025280,08;513131,05;635214,08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École nationale supérieure des arts et techniques du théâtre";"ENSATT";"Autre";"Autre établissement";"Lyon";"";"http://www.ensatt.fr/";"https://www.wikidata.org/entity/Q3578242";"";0,313642585177651;NA;NA;NA;NA
"0693735K";"2011";1892877,82;498219,61;599485,82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École nationale supérieure des arts et techniques du théâtre";"ENSATT";"Autre";"Autre établissement";"Lyon";"";"http://www.ensatt.fr/";"https://www.wikidata.org/entity/Q3578242";"";0,316706030186354;NA;NA;NA;NA
"0693735K";"2012";2034853,58;444287,37;692675,580061659;40;7;2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École nationale supérieure des arts et techniques du théâtre";"ENSATT";"Autre";"Autre établissement";"Lyon";"";"http://www.ensatt.fr/";"https://www.wikidata.org/entity/Q3578242";"";0,3404056129;NA;NA;NA;0,05
"0693735K";"2013";1902527,66;444145,55;661088,660093044;39;7;2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École nationale supérieure des arts et techniques du théâtre";"ENSATT";"Autre";"Autre établissement";"Lyon";"";"http://www.ensatt.fr/";"https://www.wikidata.org/entity/Q3578242";"";0,3474791321;NA;NA;NA;0,0512820512820513
"0693735K";"2014";1807469;437465;561032,999999999;41;7;2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École nationale supérieure des arts et techniques du théâtre";"ENSATT";"Autre";"Autre établissement";"Lyon";"";"http://www.ensatt.fr/";"https://www.wikidata.org/entity/Q3578242";"";0,310397024789913;NA;NA;NA;0,0487804878048781
"0693735K";"2015";1837085;456403;502214;40;7;3;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École nationale supérieure des arts et techniques du théâtre";"ENSATT";"Autre";"Autre établissement";"Lyon";"";"http://www.ensatt.fr/";"https://www.wikidata.org/entity/Q3578242";"";0,273375483442519;NA;NA;NA;0,075
"0693735K";"2016";1973764;512224;610307;39;7;2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École nationale supérieure des arts et techniques du théâtre";"ENSATT";"Autre";"Autre établissement";"Lyon";"";"http://www.ensatt.fr/";"https://www.wikidata.org/entity/Q3578242";"";0,309209713015335;NA;NA;NA;0,0512820512820513
"0693735K";"2017";2106149;479942;651191,999999999;38;7;2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École nationale supérieure des arts et techniques du théâtre";"ENSATT";"Autre";"Autre établissement";"Lyon";"";"http://www.ensatt.fr/";"https://www.wikidata.org/entity/Q3578242";"";0,309186102217839;NA;NA;NA;0,0526315789473684
"0693735K";"2018";2008507;539618;677550;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École nationale supérieure des arts et techniques du théâtre";"ENSATT";"Autre";"Autre établissement";"Lyon";"";"http://www.ensatt.fr/";"https://www.wikidata.org/entity/Q3578242";"";0,337340123783487;NA;NA;NA;NA
"0694094A";"2015";34454644;10060288;33147578;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Université de Lyon";"UDL";"Regroupement";"Communauté d'universités et établissements";"Lyon";"";"http://www.universite-lyon.fr/";"https://www.wikidata.org/entity/Q10176";"http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030199354&dateTexte=&categorieLien=id";0,962064155995923;NA;NA;NA;NA
"0694094A";"2016";42661745;13466791;37437319;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Université de Lyon";"UDL";"Regroupement";"Communauté d'universités et établissements";"Lyon";"";"http://www.universite-lyon.fr/";"https://www.wikidata.org/entity/Q10176";"http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030199354&dateTexte=&categorieLien=id";0,877538389486881;NA;NA;NA;NA
"0694094A";"2017";49327898;14814640;43106975;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Université de Lyon";"UDL";"Regroupement";"Communauté d'universités et établissements";"Lyon";"";"http://www.universite-lyon.fr/";"https://www.wikidata.org/entity/Q10176";"http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030199354&dateTexte=&categorieLien=id";0,873886314798981;NA;NA;NA;NA
"0694094A";"2018";57505052;15043609;51244563;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Université de Lyon";"UDL";"Regroupement";"Communauté d'universités et établissements";"Lyon";"";"http://www.universite-lyon.fr/";"https://www.wikidata.org/entity/Q10176";"http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030199354&dateTexte=&categorieLien=id";0,891131495716237;NA;NA;NA;NA
"0694123G";"2009";97105119,29;76775330,66;13620269;NA;NA;NA;NA;NA;1510;NA;1076;434;NA;NA;NA;NA;NA;NA;NA;"École normale supérieure de Lyon";"ENS de Lyon";"Autre";"École normale supérieure";"Lyon";"";"http://www.ens-lyon.eu/";"https://www.wikidata.org/entity/Q10159";"";0,140263140600484;NA;NA;NA;NA
"0694123G";"2011";115285761,12;89491073,4;14215759,67;NA;NA;NA;NA;NA;1612;26;1132;454;26;NA;NA;NA;NA;NA;NA;"École normale supérieure de Lyon";"ENS de Lyon";"Autre";"École normale supérieure";"Lyon";"";"http://www.ens-lyon.eu/";"https://www.wikidata.org/entity/Q10159";"";0,123308893760114;99555,9249740933;NA;NA;NA
"0694123G";"2012";122679909;92293697,82;19749967,7094749;463;228;181;201;0;1790;36;1310;444;289;NA;NA;NA;NA;NA;NA;"École normale supérieure de Lyon";"ENS de Lyon";"Autre";"École normale supérieure";"Lyon";"";"http://www.ens-lyon.eu/";"https://www.wikidata.org/entity/Q10159";"";0,1609877923;91144,0631500743;NA;12,7374301675978;0,390928725701944
"0694123G";"2013";120317368;92822326;16702415,0000001;460;230;185;189;0;1820;31;1380;409;283;NA;NA;NA;NA;NA;NA;"École normale supérieure de Lyon";"ENS de Lyon";"Autre";"École normale supérieure";"Lyon";"";"http://www.ens-lyon.eu/";"https://www.wikidata.org/entity/Q10159";"";0,138819650709115;85270,9907866761;NA;12,6373626373626;0,402173913043478
"0694123G";"2014";121923636;93181892;6793716;478;241;188;195;0;2053;36;1612;405;380;NA;NA;NA;NA;NA;NA;"École normale supérieure de Lyon";"ENS de Lyon";"Autre";"École normale supérieure";"Lyon";"";"http://www.ens-lyon.eu/";"https://www.wikidata.org/entity/Q10159";"";0,0557210744600825;73982,7888349515;NA;11,7389186556259;0,393305439330544
"0694123G";"2015";120055536;92823972;15446277;498;256;189;194;0;1928;35;1498;395;223;1;0;0;0;0;0;"École normale supérieure de Lyon";"ENS de Lyon";"Autre";"École normale supérieure";"Lyon";"";"http://www.ens-lyon.eu/";"https://www.wikidata.org/entity/Q10159";"";0,128659431415141;78314,1135029354;0;13,2780082987552;0,379518072289157
"0694123G";"2016";121481817;94300097;14714299;483;254;185;206;0;1954;34;1460;460;381;1;0;0;0;0;0;"École normale supérieure de Lyon";"ENS de Lyon";"Autre";"École normale supérieure";"Lyon";"";"http://www.ens-lyon.eu/";"https://www.wikidata.org/entity/Q10159";"";0,121123468214177;81313,1305220884;0;12,9989764585466;0,383022774327122
"0694123G";"2017";127364851;94725324;15154899;487;245;163;213;0;1911;NA;1520;398;407;2;2;0;0;0;0;"École normale supérieure de Lyon";"ENS de Lyon";"Autre";"École normale supérieure";"Lyon";"";"http://www.ens-lyon.eu/";"https://www.wikidata.org/entity/Q10159";"";0,118988079372071;NA;1;12,8205128205128;0,334702258726899
"0694123G";"2018";132067787;97596823;16842212;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École normale supérieure de Lyon";"ENS de Lyon";"Autre";"École normale supérieure";"Lyon";"";"http://www.ens-lyon.eu/";"https://www.wikidata.org/entity/Q10159";"";0,127527025193509;NA;NA;NA;NA
"0720916E";"2009";24357845,77;9737303,45;11980903,95;NA;NA;NA;NA;NA;9624;7428;1947;249;262;NA;NA;NA;NA;NA;NA;"Le Mans Université";"";"Université";"Université";"Nantes";"";"http://www.univ-lemans.fr/";"https://www.wikidata.org/entity/Q834825";"";0,491870424959998;2598,17021546667;NA;NA;NA
"0720916E";"2011";74845669,28;63764816,1;9384084,95999998;NA;NA;NA;NA;NA;9771;6990;2516;265;293;NA;NA;NA;NA;NA;NA;"Le Mans Université";"";"Université";"Université";"Nantes";"";"http://www.univ-lemans.fr/";"https://www.wikidata.org/entity/Q834825";"";0,125379130820433;7873,51875447086;NA;NA;NA
"0720916E";"2012";77145183,82;65855053,32;10129251,823113;586;444;343;101;0;9937;6911;2748;278;254;NA;NA;NA;NA;NA;NA;"Le Mans Université";"";"Université";"Université";"Nantes";"";"http://www.univ-lemans.fr/";"https://www.wikidata.org/entity/Q834825";"";0,1313011561;7986,87067191221;NA;4,46814934084734;0,585324232081911
"0720916E";"2013";79801212,24;67457782,49;11332837,5560845;607;459;352;104;0;9799;7052;2486;261;334;NA;NA;NA;NA;NA;NA;"Le Mans Université";"";"Université";"Université";"Nantes";"";"http://www.univ-lemans.fr/";"https://www.wikidata.org/entity/Q834825";"";0,1420133509;8366,66096036905;NA;4,6841514440249;0,579901153212521
"0720916E";"2014";81308110;68221674;11800974;601;460;354;96;0;9177;6744;2174;259;252;NA;NA;NA;NA;NA;NA;"Le Mans Université";"";"Université";"Université";"Nantes";"";"http://www.univ-lemans.fr/";"https://www.wikidata.org/entity/Q834825";"";0,145138953543503;9117,30320699708;NA;5,0125313283208;0,589018302828619
"0720916E";"2015";81823964;69990060;11950264;621;459;346;109;16;9042;6657;2117;268;295;12;4;1;2;7;0;"Le Mans Université";"";"Université";"Université";"Nantes";"";"http://www.univ-lemans.fr/";"https://www.wikidata.org/entity/Q834825";"";0,14604846081522;9325,73102347846;0,333333333333333;5,07631055076311;0,557165861513688
"0720916E";"2016";85146024;72977689;13518345;644;468;355;117;20;8895;6551;2081;263;250;14;4;2;1;8;0;"Le Mans Université";"";"Université";"Université";"Nantes";"";"http://www.univ-lemans.fr/";"https://www.wikidata.org/entity/Q834825";"";0,158766603124064;9863,99721964782;0,285714285714286;5,26138279932546;0,551242236024845
"0720916E";"2017";86753573;73750415;13802611;641;461;346;114;28;9363;6730;2368;265;360;21;12;1;0;10;0;"Le Mans Université";"";"Université";"Université";"Nantes";"";"http://www.univ-lemans.fr/";"https://www.wikidata.org/entity/Q834825";"";0,159101354822585;9535,45537480765;0,571428571428571;4,92363558688455;0,539781591263651
"0720916E";"2018";92702300;76040730;19201182;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Le Mans Université";"";"Université";"Université";"Nantes";"";"http://www.univ-lemans.fr/";"https://www.wikidata.org/entity/Q834825";"";0,207127352827276;NA;NA;NA;NA
"0730858L";"2009";33982674,43;15415851,58;16442128,82;NA;NA;NA;NA;NA;11278;8015;2962;301;612;NA;NA;NA;NA;NA;NA;"Université Savoie Mont Blanc";"USMB";"Université";"Université";"Grenoble";"";"http://www.univ-savoie.fr/";"https://www.wikidata.org/entity/Q2496158";"";0,48383857644485;3095,80709027968;NA;NA;NA
"0730858L";"2010";98713654,32;76799780,62;20077149,96;NA;NA;NA;NA;NA;11637;8370;3259;8;691;NA;NA;NA;NA;NA;NA;"Université Savoie Mont Blanc";"USMB";"Université";"Université";"Grenoble";"";"http://www.univ-savoie.fr/";"https://www.wikidata.org/entity/Q2496158";"";0,203387769385134;8488,57634534354;NA;NA;NA
"0730858L";"2011";97318902,32;78483632,19;16897824,72;NA;NA;NA;NA;NA;11885;8544;3340;1;626;NA;NA;NA;NA;NA;NA;"Université Savoie Mont Blanc";"USMB";"Université";"Université";"Grenoble";"";"http://www.univ-savoie.fr/";"https://www.wikidata.org/entity/Q2496158";"";0,173633531792593;8189,06953214406;NA;NA;NA
"0730858L";"2012";100635067,8;80425202,5;18351209,4983983;666;520;385;115;0;12476;8935;3538;3;707;NA;NA;NA;NA;NA;NA;"Université Savoie Mont Blanc";"USMB";"Université";"Université";"Grenoble";"";"http://www.univ-savoie.fr/";"https://www.wikidata.org/entity/Q2496158";"";0,1823540233;8068,23280686282;NA;4,16800256492466;0,578078078078078
"0730858L";"2013";100911954,3;83037635,06;17358392,3222803;681;534;391;122;0;12483;9181;3295;7;689;NA;NA;NA;NA;NA;NA;"Université Savoie Mont Blanc";"USMB";"Université";"Université";"Grenoble";"";"http://www.univ-savoie.fr/";"https://www.wikidata.org/entity/Q2496158";"";0,172015223;8088,48623757615;NA;4,27781783225186;0,574155653450808
"0730858L";"2014";102313187;83694996;17623526;674;531;393;120;0;12482;9384;3094;4;596;NA;NA;NA;NA;NA;NA;"Université Savoie Mont Blanc";"USMB";"Université";"Université";"Grenoble";"";"http://www.univ-savoie.fr/";"https://www.wikidata.org/entity/Q2496158";"";0,172250777409563;8199,48605545761;NA;4,25412594135555;0,583086053412463
"0730858L";"2015";102114384;86644297;16579369;698;531;389;119;19;12842;9771;3071;NA;589;20;6;1;NA;NA;0;"Université Savoie Mont Blanc";"USMB";"Université";"Université";"Grenoble";"";"http://www.univ-savoie.fr/";"https://www.wikidata.org/entity/Q2496158";"";0,162360760066868;7951,59507864819;0,3;4,13486995795048;0,55730659025788
"0730858L";"2016";105478319;87891450;16694234;714;542;395;122;27;12937;9784;3153;NA;667;21;7;1;NA;NA;0;"Université Savoie Mont Blanc";"USMB";"Université";"Université";"Grenoble";"";"http://www.univ-savoie.fr/";"https://www.wikidata.org/entity/Q2496158";"";0,158271710795846;8153,22864651774;0,333333333333333;4,18953389502976;0,553221288515406
"0730858L";"2017";108369929;89116660;17527011;718;525;383;121;48;13197;9983;3214;NA;621;39;21;2;3;13;0;"Université Savoie Mont Blanc";"USMB";"Université";"Université";"Grenoble";"";"http://www.univ-savoie.fr/";"https://www.wikidata.org/entity/Q2496158";"";0,161733159389631;8211,70940365234;0,538461538461538;3,9781768583769;0,533426183844011
"0730858L";"2018";117385330;93927245;25875467;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Université Savoie Mont Blanc";"USMB";"Université";"Université";"Grenoble";"";"http://www.univ-savoie.fr/";"https://www.wikidata.org/entity/Q2496158";"";0,220431863163821;NA;NA;NA;NA
"0750736T";"2009";34801991,58;16437546,8;22981445,58;NA;NA;NA;NA;NA;9260;3171;5609;480;3121;NA;NA;NA;NA;NA;NA;"Université Paris-Dauphine";"Paris-Dauphine";"Grand établissement";"Grand établissement";"Paris";"";"http://www.dauphine.fr/";"https://www.wikidata.org/entity/Q1546437";"";0,660348575947791;3963,78036218679;NA;NA;NA
"0750736T";"2010";80904469,67;61199075,75;25261639,36;NA;NA;NA;NA;NA;9458;3140;5809;509;4989;NA;NA;NA;NA;NA;NA;"Université Paris-Dauphine";"Paris-Dauphine";"Grand établissement";"Grand établissement";"Paris";"";"http://www.dauphine.fr/";"https://www.wikidata.org/entity/Q1546437";"";0,312240343000075;9040,61567437703;NA;NA;NA
"0750736T";"2011";87394743,5;63855608,46;29933287,56;NA;NA;NA;NA;NA;9716;3211;6036;469;5239;NA;NA;NA;NA;NA;NA;"Université Paris-Dauphine";"Paris-Dauphine";"Grand établissement";"Grand établissement";"Paris";"";"http://www.dauphine.fr/";"https://www.wikidata.org/entity/Q1546437";"";0,342506727077928;9451,14561479399;NA;NA;NA
"0750736T";"2012";88043041,51;66607371,09;30591337,9419166;581;321;299;158;0;9675;3260;5905;510;5188;NA;NA;NA;NA;NA;NA;"Université Paris-Dauphine";"Paris-Dauphine";"Grand établissement";"Grand établissement";"Paris";"";"http://www.dauphine.fr/";"https://www.wikidata.org/entity/Q1546437";"";0,3474588953;9606,44206328423;NA;3,31782945736434;0,514629948364888
"0750736T";"2013";92063083;68851453;34391724;590;322;300;166;0;10235;3226;6522;487;5675;NA;NA;NA;NA;NA;NA;"Université Paris-Dauphine";"Paris-Dauphine";"Grand établissement";"Grand établissement";"Paris";"";"http://www.dauphine.fr/";"https://www.wikidata.org/entity/Q1546437";"";0,373566937791992;9444,30478046779;NA;3,14606741573034;0,508474576271186
"0750736T";"2014";95360280;72020344;37232739;580;323;305;164;0;9504;3454;5648;402;5852;NA;NA;NA;NA;NA;NA;"Université Paris-Dauphine";"Paris-Dauphine";"Grand établissement";"Grand établissement";"Paris";"";"http://www.dauphine.fr/";"https://www.wikidata.org/entity/Q1546437";"";0,390442844756748;10476,8490441661;NA;3,39856902356902;0,525862068965517
"0750736T";"2015";100751575;74899915;42932780;590;322;299;158;12;10172;3317;6478;377;7423;NA;NA;NA;NA;NA;NA;"Université Paris-Dauphine";"Paris-Dauphine";"Grand établissement";"Grand établissement";"Paris";"";"http://www.dauphine.fr/";"https://www.wikidata.org/entity/Q1546437";"";0,426125149904604;10286,0209290454;NA;3,16555249705073;0,506779661016949
"0750736T";"2016";103396373;77332491;44827857;591;328;304;153;25;10527;3662;6500;365;7725;NA;NA;NA;NA;NA;NA;"Université Paris-Dauphine";"Paris-Dauphine";"Grand établissement";"Grand établissement";"Paris";"";"http://www.dauphine.fr/";"https://www.wikidata.org/entity/Q1546437";"";0,433553476774277;10174,8054516827;NA;3,11579747316424;0,514382402707276
"0750736T";"2017";109300442;76478727;50571136;528;310;286;114;30;10774;3660;6801;313;7940;NA;NA;NA;NA;NA;NA;"Université Paris-Dauphine";"Paris-Dauphine";"Grand établissement";"Grand établissement";"Paris";"";"http://www.dauphine.fr/";"https://www.wikidata.org/entity/Q1546437";"";0,462680068576484;10448,3741516107;NA;2,87729719695563;0,541666666666667
"0750736T";"2018";110309791;81210412;51098291;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Université Paris-Dauphine";"Paris-Dauphine";"Grand établissement";"Grand établissement";"Paris";"";"http://www.dauphine.fr/";"https://www.wikidata.org/entity/Q1546437";"";0,463225345064791;NA;NA;NA;NA
"0751717J";"2011";196060070,59;164386690,63;30033339,5900001;NA;NA;NA;NA;NA;37613;20085;14575;2953;2353;NA;NA;NA;NA;NA;NA;"Université Paris 1 - Panthéon Sorbonne";"";"Université";"Université";"Paris";"";"http://www.univ-paris1.fr/";"https://www.wikidata.org/entity/Q999763";"";0,153184376092599;5656,66677986151;NA;NA;NA
"0751717J";"2012";194310783;169326796,5;29164405,9998202;1568;842;756;587;0;37020;20017;14222;2781;2697;NA;NA;NA;NA;NA;NA;"Université Paris 1 - Panthéon Sorbonne";"";"Université";"Université";"Paris";"";"http://www.univ-paris1.fr/";"https://www.wikidata.org/entity/Q999763";"";0,1500915469;5675,13020240077;NA;2,27444624527283;0,482142857142857
"0751717J";"2013";217330327,4;169110233,7;44313735,3643979;1435;836;738;459;0;38031;20241;14987;2803;2600;NA;NA;NA;NA;NA;NA;"Université Paris 1 - Panthéon Sorbonne";"";"Université";"Université";"Paris";"";"http://www.univ-paris1.fr/";"https://www.wikidata.org/entity/Q999763";"";0,2039003755;6169,24967071648;NA;2,19820672609187;0,514285714285714
"0751717J";"2014";209787874;170162724;36068459;1542;824;736;569;0;37354;20062;14559;2733;2852;NA;NA;NA;NA;NA;NA;"Université Paris 1 - Panthéon Sorbonne";"";"Université";"Université";"Paris";"";"http://www.univ-paris1.fr/";"https://www.wikidata.org/entity/Q999763";"";0,171928235470845;6059,55558764911;NA;2,20592172190395;0,477302204928664
"0751717J";"2015";202318835;164164091;30246550;1472;824;731;571;0;37563;19890;14988;2685;2954;13;13;11;1;2;0;"Université Paris 1 - Panthéon Sorbonne";"";"Université";"Université";"Paris";"";"http://www.univ-paris1.fr/";"https://www.wikidata.org/entity/Q999763";"";0,14949942747545;5800,75792763347;1;2,19364800468546;0,496603260869565
"0751717J";"2016";208652392;168267259;32404857;1287;726;726;465;0;37490;19797;15010;2683;2642;13;13;9;2;0;0;"Université Paris 1 - Panthéon Sorbonne";"";"Université";"Université";"Paris";"";"http://www.univ-paris1.fr/";"https://www.wikidata.org/entity/Q999763";"";0,155305466136233;5994,55258999626;1;1,9365164043745;0,564102564102564
"0751717J";"2017";216764578;169424047;36412635;1571;812;722;548;28;38842;20024;16283;2535;3854;36;32;9;4;2;0;"Université Paris 1 - Panthéon Sorbonne";"";"Université";"Université";"Paris";"";"http://www.univ-paris1.fr/";"https://www.wikidata.org/entity/Q999763";"";0,167982404394504;5970,32467568238;0,888888888888889;2,09052057051645;0,459579885423297
"0751717J";"2018";218325107;175389610;38934107;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Université Paris 1 - Panthéon Sorbonne";"";"Université";"Université";"Paris";"";"http://www.univ-paris1.fr/";"https://www.wikidata.org/entity/Q999763";"";0,178330873324615;NA;NA;NA;NA
"0751718K";"2009";75181884,2;57616778,76;11196390,2;NA;NA;NA;NA;NA;15202;7523;6674;1005;2283;NA;NA;NA;NA;NA;NA;"Université Panthéon-Assas";"";"Université";"Université";"Paris";"";"http://www.u-paris2.fr/";"https://www.wikidata.org/entity/Q662976";"";0,148924043592938;5295,61767979151;NA;NA;NA
"0751718K";"2010";77827552,06;60712300,49;12555880,09;NA;NA;NA;NA;NA;15570;7570;6968;1032;2455;NA;NA;NA;NA;NA;NA;"Université Panthéon-Assas";"";"Université";"Université";"Paris";"";"http://www.u-paris2.fr/";"https://www.wikidata.org/entity/Q662976";"";0,161329500384648;5353,38781538038;NA;NA;NA
"0751718K";"2011";80099782,13;59900490,07;14106524,13;NA;NA;NA;NA;NA;15340;7542;6795;1003;2251;NA;NA;NA;NA;NA;NA;"Université Panthéon-Assas";"";"Université";"Université";"Paris";"";"http://www.u-paris2.fr/";"https://www.wikidata.org/entity/Q662976";"";0,176111891379498;5586,92767873335;NA;NA;NA
"0751718K";"2012";82699887;62064650,89;15157096,998609;632;289;257;183;0;15775;7384;7402;989;2806;NA;NA;NA;NA;NA;NA;"Université Panthéon-Assas";"";"Université";"Université";"Paris";"";"http://www.u-paris2.fr/";"https://www.wikidata.org/entity/Q662976";"";0,1832783278;5593,12099283106;NA;1,83201267828843;0,406645569620253
"0751718K";"2013";85165569,42;63303662,26;16577673,423353;654;300;255;189;0;16497;7795;7726;976;2874;NA;NA;NA;NA;NA;NA;"Université Panthéon-Assas";"";"Université";"Université";"Paris";"";"http://www.u-paris2.fr/";"https://www.wikidata.org/entity/Q662976";"";0,1946522936;5487,11870498035;NA;1,81851245681033;0,389908256880734
"0751718K";"2014";77257955;63440761;16323239;639;299;261;183;0;16570;7814;7810;946;3055;NA;NA;NA;NA;NA;NA;"Université Panthéon-Assas";"";"Université";"Université";"Paris";"";"http://www.u-paris2.fr/";"https://www.wikidata.org/entity/Q662976";"";0,211282307433584;4944,82558883769;NA;1,80446590223295;0,408450704225352
"0751718K";"2015";85249649;63197871;15396263;662;305;259;185;0;16923;8101;7874;948;3196;4;3;3;0;1;1;"Université Panthéon-Assas";"";"Université";"Université";"Paris";"";"http://www.u-paris2.fr/";"https://www.wikidata.org/entity/Q662976";"";0,180602069106466;5336,44125195618;0,75;1,80228091945873;0,391238670694864
"0751718K";"2016";87835913;65042066;17859431;642;308;263;193;0;16120;8250;7264;606;2924;4;3;2;2;0;0;"Université Panthéon-Assas";"";"Université";"Université";"Paris";"";"http://www.u-paris2.fr/";"https://www.wikidata.org/entity/Q662976";"";0,203327208541682;5661,71928580637;0,75;1,9106699751861;0,409657320872274
"0751718K";"2017";88864558;65750451;18374934;658;300;252;197;0;16566;8663;6981;922;2902;4;3;1;3;0;1;"Université Panthéon-Assas";"";"Université";"Université";"Paris";"";"http://www.u-paris2.fr/";"https://www.wikidata.org/entity/Q662976";"";0,20677460636219;5680,42431603171;0,75;1,81093806591815;0,382978723404255
"0751718K";"2018";87891609;68050000;17721609;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Université Panthéon-Assas";"";"Université";"Université";"Paris";"";"http://www.u-paris2.fr/";"https://www.wikidata.org/entity/Q662976";"";0,201630271667913;NA;NA;NA;NA
"0751719L";"2009";29452637,28;12575914,73;7933775,76999999;NA;NA;NA;NA;NA;16541;10104;5025;1412;1026;NA;NA;NA;NA;NA;NA;"Université Sorbonne Nouvelle - Paris 3";"";"Université";"Université";"Paris";"";"http://www.univ-paris3.fr/";"https://www.wikidata.org/entity/Q571293";"";0,269374035831673;1946,76695617688;NA;NA;NA
