"UAI","Etablissement","Référence GALAXIE","N° dans le SI local","Article","Corps","Chaire","Section","Section2","Section3","Date de prise de fonction","Date ouverture cand","Date clôture cand","Profil","Localisation","Etat de vacance"
"0251215K","UNIVERSITE DE BESANCON","4436 * ","0086","46-1","PR","Non","18","","","01/09/2018","22/02/2018","29/03/2018","Musicologie et analyse XVIIIe-XIXe siècles.Musique et Arts","BESANCON",""
"0341089Z","UNIVERSITE MONTPELLIER 3 (PAUL VALERY)","4227 * ","153","46-1","PR","Non","18","","","01/09/2018","22/02/2018","29/03/2018","Etudes cinematographiques et audiovisuelles","Montpellier","S"
"0421095M","UNIVERSITE DE SAINT-ETIENNE","4245 * ","0227","46-1","PR","Non","18","22","","01/09/2018","22/02/2018","29/03/2018","ARTS CONTEMPORAINS","ST ETIENNE",""
"0593279U","UNIVERSITE DE VALENCIENNES","4175 * ","","46-1","PR","Non","18","","","01/09/2018","22/02/2018","29/03/2018","Arts du Spectacle et Scénographie","VALENCIENNES LE MONT HOUY",""
"0751717J","UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)","4426 * ","1635","46-1","PR","Non","18","","","01/09/2018","22/02/2018","29/03/2018","Philosophie de l'art et Esthétique : théorie des arts et de la culture contemporaine","Ecole des Arts de la Sorbonne (UFR 04)",""
"0751717J","UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)","4427 * ","1660","46-1","PR","Non","18","","","01/09/2018","22/02/2018","29/03/2018","Esthétiques et théories des techniques dans les champs du design, arts, médias.","Ecole des Arts de la Sorbonne (UFR 04)",""
"0751719L","UNIVERSITE PARIS 3 (SORBONNE NOUVELLE)","4242 * ","","46-1","PR","Non","18","","","01/09/2018","22/02/2018","29/03/2018","économie et esthétique du théâtre","centre censier","S"
"0755890V","UNIVERSITE SORBONNE UNIVERSITE","84","","46-1","PR","Non","18","","","01/09/2018","25/01/2018","26/02/2018","Institutions musicales contemporaines","Ctre Clign., 2 r Francis de Croisset",""
"0931827F","UNIVERSITE PARIS 8","4421 * ","","46-1","PR","Non","18","","","01/09/2018","22/02/2018","29/03/2018","Art contemporain et histoire de l'art.","2 rue de la Liberte-SAINT DENIS",""
"0134009M","UNIVERSITE AIX-MARSEILLE","632 * ","51464","46-1","PR","Non","19","","","01/09/2018","22/02/2018","29/03/2018","Sociologie générale, sociologie de la connaissance","AIX EN PROVENCE",""
"0141408E","UNIVERSITE DE CAEN","4389 * ","","46-1","PR","Non","19","","","01/09/2018","22/02/2018","29/03/2018","ENJEUX SOCIAUX ET CULTURELS DES MONDES CONTEMPORAINS","CAEN",""
"0311383K","UNIVERSITE TOULOUSE 2","4432","","46-1","PR","Non","19","","","01/09/2018","15/02/2018","19/03/2018","SOCIOLOGIE DU GENRE ET DES POLITIQUES D¿EGALITE","Toulouse",""
"0383493R","UNIVERSITE GRENOBLE ALPES","288 * ","","46-1","PR","Non","19","","","01/09/2018","22/02/2018","29/03/2018","Sociologie ","Grenoble","S"
"0440984F","UNIVERSITE DE NANTES","4466 * ","0745","46-1","PR","Non","19","74","","01/09/2018","22/02/2018","29/03/2018","Sociologie du corps, du sport et de la santé","Nantes",""
"0597065J","UNIVERSITE DE LILLE","11 * ","","46-1","PR","Non","19","","","01/09/2018","22/02/2018","29/03/2018","Sociologie générale, santé, corps, genre","VILLENEUVE D'ASCQ",""
"0597065J","UNIVERSITE DE LILLE","12 * ","","46-1","PR","Non","19","","","01/09/2018","22/02/2018","29/03/2018","Sociologie générale, travail, mobilisation, espaces","VILLENEUVE D'ASCQ",""
"0673021V","UNIVERSITE DE STRASBOURG","4450 * ","","46-1","PR","Non","19","","","01/09/2018","22/02/2018","29/03/2018","Sociologie des conflits et des mouvements sociaux","Strasbourg",""
"0691775E","UNIVERSITE LYON 2 (LUMIERE)","4340 * ","","46-1","PR","Non","19","","","01/09/2018","22/02/2018","29/03/2018","Sociologie du travail, des inégalités et des discriminations","Lyon","S"
"0750736T","UNIVERSITE PARIS-DAUPHINE","4213 * ","082","46-1","PR","Non","19","","","01/09/2018","22/02/2018","29/03/2018","Sociologie de l'économie","Paris",""
"0750736T","UNIVERSITE PARIS-DAUPHINE","4216 * ","0477","46-1","PR","Non","19","","","01/09/2018","22/02/2018","29/03/2018","Sociologie de l'action publique","Paris",""
"0772502B","UNIVERSITE PARIS EST MARNE LA VALLEE","4190 * ","","46-3","PR","Non","19","","","01/09/2018","22/02/2018","29/03/2018","Sociologie de l¿innovation et du numérique. Pratiques sociales dans la communication ","CHAMPS SUR MARNE",""
"0781944P","UNIVERSITE VERSAILLES/SAINT-QUENTIN","4168 * ","","46-1","PR","Non","19","","","01/09/2018","22/02/2018","29/03/2018","Sociologie","Guyancourt",""
"0911975C","UNIVERSITE D'EVRY VAL D'ESSONNE","4135 * ","","46-1","PR","Non","19","","","01/09/2018","22/02/2018","29/03/2018","Sociologie et cinéma","Evry",""
"0911975C","UNIVERSITE D'EVRY VAL D'ESSONNE","4152 * ","","46-1","PR","Non","19","","","01/09/2018","22/02/2018","29/03/2018","Sociologie des relations innovations/territoires","EVRY",""
"0931827F","UNIVERSITE PARIS 8","4441 * ","","46-1","PR","Non","19","","","01/09/2018","22/02/2018","29/03/2018","Sociologie, approches quantitatives","2 RUE DE LA LIBERTE - SAINT DENIS",""
"0931827F","UNIVERSITE PARIS 8","4442 * ","","46-1","PR","Non","19","","","01/09/2018","22/02/2018","29/03/2018","sociologie politique de la mondialisation","2 RUE DE LA LIBERTE - SAINT DENIS",""
"0341089Z","UNIVERSITE MONTPELLIER 3 (PAUL VALERY)","4207 * ","346","46-1","PR","Non","20","","","01/09/2018","22/02/2018","29/03/2018","Ethnologie generale","MONTPELLIER",""
"0751719L","UNIVERSITE PARIS 3 (SORBONNE NOUVELLE)","4253 * ","","46-1","PR","Non","20","","","01/09/2018","22/02/2018","29/03/2018","Anthropologie de l'Amérique latine","28, rue Saint-Guillaume","S"
"0141408E","UNIVERSITE DE CAEN","4386 * ","","46-1","PR","Non","21","","","01/09/2018","22/02/2018","29/03/2018","PROFESSEUR D'HISTOIRE ANCIENNE - HISTOIRE GRECQUE","CAEN",""
"0211237F","UNIVERSITE DE DIJON","4419 * ","","46-1","PR","Non","21","","","01/09/2018","22/02/2018","29/03/2018","Archéologie classique romaine, gallo-romaine et grecque","DIJON","S"
"0341089Z","UNIVERSITE MONTPELLIER 3 (PAUL VALERY)","4230 * ","508","46-1","PR","Non","21","","","01/09/2018","22/02/2018","29/03/2018","HISTOIRE DE L OCCIDENT VIe-XVe siecle","Montpellier",""
"0341089Z","UNIVERSITE MONTPELLIER 3 (PAUL VALERY)","4231 * ","022","46-1","PR","Non","21","","","01/09/2018","22/02/2018","29/03/2018","Egyptologie","Montpellier","S"
"0383493R","UNIVERSITE GRENOBLE ALPES","290 * ","","46-1","PR","Non","21","","","01/09/2018","22/02/2018","29/03/2018","Histoire politique et culturelle Italie, Europe, XIIIe - XVe siècles","Grenoble","S"
"0511296G","UNIVERSITE DE REIMS","4319 * ","21PR0935","46-1","PR","Non","21","","","01/09/2018","22/02/2018","29/03/2018","Histoire ancienne, monde romain et hellénistique","REIMS",""
"0542493S","UNIVERSITE DE LORRAINE","1061 * ","21PR0738","46-1","PR","Non","21","","","01/09/2018","22/02/2018","29/03/2018","Histoire du Moyen Âge (Ve-XIe siècle) ","Nancy",""
"0561718N","UNIVERSITE DE BRETAGNE SUD (LORIENT)","4115 * ","0069","46-1","PR","Non","21","","","01/09/2018","22/02/2018","29/03/2018","Histoire médiévale XIIIè - XVè siècle","UFR LLSHS - LORIENT",""
"0593279U","UNIVERSITE DE VALENCIENNES","4177 * ","","46-1","PR","Non","21","","","01/09/2018","22/02/2018","29/03/2018","Histoire sociale et culturelle de l'Occident médiéval.","VALENCIENNES - CAMBRAI",""
"0595964M","UNIVERSITE DU LITTORAL","4212 * ","0354","46-1","PR","Non","21","","","01/09/2018","22/02/2018","29/03/2018","Histoire médiévale ","Boulogne-sur-Mer, Dunkerque",""
"0597065J","UNIVERSITE DE LILLE","29 * ","","46-1","PR","Non","21","","","01/09/2018","22/02/2018","29/03/2018","Archéologie et histoire de l'art des mondes classiques. Archéologie grecque et histoire de l'art grec","VILLENEUVE D'ASCQ",""
"0597065J","UNIVERSITE DE LILLE","32 * ","","46-1","PR","Non","21","","","01/09/2018","22/02/2018","29/03/2018","Histoire et archéologie du Proche-Orient ancien.","VILLENEUVE D'ASCQ",""
"0632035V","UNIVERSITE CLERMONT AUVERGNE","98 * ","0293","46-1","PR","Non","21","","","01/09/2018","22/02/2018","29/03/2018","Enseigner hist médiévale à ts niveaux (cours & TD)pour spécialistes & non-spécialistes en Lic,Mast,Doct.Rech portera ppalement sur l'Histoire culturelle & religieuse Europe latine(XIIe-XVe siècle) ","Clermont-Ferrand",""
"0673021V","UNIVERSITE DE STRASBOURG","4451 * ","","46-1","PR","Non","21","","","01/09/2018","22/02/2018","29/03/2018","Histoire et épigraphie grecques","Strasbourg",""
"0691775E","UNIVERSITE LYON 2 (LUMIERE)","4359 * ","","46-1","PR","Non","21","","","01/09/2018","22/02/2018","29/03/2018","Égyptologie","Lyon - Bron","S"
"0691775E","UNIVERSITE LYON 2 (LUMIERE)","4360 * ","","46-1","PR","Non","21","","","01/09/2018","22/02/2018","29/03/2018","Histoire romaine","Lyon - Bron","S"
"0751717J","UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)","4425 * ","1664","46-1","PR","Non","21","","","01/09/2018","22/02/2018","29/03/2018","Archéologie et histoire de l'art islamiques","UFR Histoire de l'art et archeologie",""
"0751717J","UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)","4431 * ","10715","46-1","PR","Non","21","","","01/09/2018","22/02/2018","29/03/2018","Histoire sociale et culturelle de l'Occident médiéval (XIIe-XVe siècle)","Sorbonne",""
"0751717J","UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)","4432 * ","1601","46-1","PR","Non","21","","","01/09/2018","22/02/2018","29/03/2018","Histoire médiévale des pays d'Islam","Sorbonne",""
"0751723R","UNIVERSITE PARIS 7 (DENIS DIDEROT)","4346","","46-1","PR","Non","21","","","01/09/2018","05/02/2018","07/03/2018","Histoire et anthropologie des mondes grecs : corps, genre ","PARIS",""
"0755890V","UNIVERSITE SORBONNE UNIVERSITE","50","","46-1","PR","Non","21","","","03/09/2018","25/01/2018","26/02/2018","Histoire du haut Moyen Age occidental (fin Ve siècle-fin IXe siècle).","UFR d'Histoire, 1, rue V. Cousin, PARIS","S"
"0755890V","UNIVERSITE SORBONNE UNIVERSITE","51","","46-1","PR","Non","21","","","01/09/2018","25/01/2018","26/02/2018","Histoire de l'art et d'archéologie du monde romain","UFR arche & hist de l'art,3 rue Michelet","S"
"0951793H","UNIVERSITE DE CERGY-PONTOISE","4347 * ","","46-1","PR","Non","21","","","01/09/2018","22/02/2018","29/03/2018","Histoire médiévale : Guerre, violence et patrimoine","95000",""
"0311383K","UNIVERSITE TOULOUSE 2","4434","","46-1","PR","Non","22","","","01/09/2018","15/02/2018","19/03/2018","Histoire de l¿Europe XIXe-XXe","Toulouse",""
"0380134P","IEP DE GRENOBLE","4052 * ","0045","46-1","PR","Non","22","","","01/09/2018","22/02/2018","29/03/2018","Histoire contemporaine, Histoire de l'Administration","Saint Martin d'Heres",""
"0383493R","UNIVERSITE GRENOBLE ALPES","292 * ","","46-1","PR","Non","22","","","01/09/2018","22/02/2018","29/03/2018","Histoire de l art contemporain, XXe et XXIe siècles","Grenoble","S"
"0440984F","UNIVERSITE DE NANTES","4468 * ","0098","46-1","PR","Non","22","","","01/09/2018","22/02/2018","29/03/2018","Histoire contemporaine du monde atlantique, Europe et/ou Amériques, XIXe et/ou Xxe siècle","Nantes",""
"0490970N","UNIVERSITE D'ANGERS","4295 * ","PR0073","46-1","PR","Non","22","","","01/09/2018","22/02/2018","29/03/2018","Circulations et échanges à l¿époque moderne (XVIe-XVIIe siècles)","ANGERS",""
"0597065J","UNIVERSITE DE LILLE","30 * ","","46-1","PR","Non","22","","","01/09/2018","22/02/2018","29/03/2018","Histoire contemporaine. Relations internationales et migrations (20è-21è siècle)","VILLENEUVE D'ASCQ",""
"0597065J","UNIVERSITE DE LILLE","31 * ","","46-1","PR","Non","22","","","01/09/2018","22/02/2018","29/03/2018","Histoire contemporaine. Histoire des mondes du travail (19ème - 20ème siècles)","VILLENEUVE D'ASCQ",""
"0681166Y","UNIVERSITE DE MULHOUSE","4165 * ","22 PR 0118","46-1","PR","Non","22","","","01/10/2018","22/02/2018","29/03/2018","Histoire politique de l¿époque moderne (XVIIe-XVIIIe siècles)","Fac des Sciences Eco, Soc. et Juridiques","S"
"0692459Y","E.N.S.S.I.B DE LYON","4009 * ","","46-1","PR","Non","22","","","01/09/2018","22/02/2018","29/03/2018","PRU en histoire contemporaine ; maîtrise des enjeux des sciences de l information, des bibliothèques, des archives et des mutations numériques à l oeuvre dans ces domaines.","VILLEURBANNE",""
"0720916E","UNIVERSITE DU MANS","4244 * ","LET22PR0228","46-1","PR","Non","22","","","01/09/2018","22/02/2018","29/03/2018","Histoire contemporaine (XXe-XXIe siècles) : Construction, circulations et usages des savoirs, XIXe siècle - temps présent","LE MANS",""
"0751717J","UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)","4433 * ","1754","46-1","PR","Non","22","","","01/09/2018","22/02/2018","29/03/2018","Histoire des sciences XVIe-XIXe siècle","Sorbonne",""
"0751717J","UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)","4434 * ","13427","46-1","PR","Non","22","","","01/09/2018","22/02/2018","29/03/2018","Histoire de l'Amérique du Nord (XIXe-XXIe siècles) : Etats-Unis et Canada, aspects intérieurs et extérieurs","UFR Histoire",""
"0751717J","UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)","4435 * ","1570","46-1","PR","Non","22","","","01/09/2018","22/02/2018","29/03/2018","Histoire sociale et politique de la culture (XXe-XXIe siècles)","UFR Histoire",""
"0753471R","CONSERVATOIRE NAT. DES ARTS ET METIERS","4188 * ","","46-1","PR","Non","22","","","01/09/2018","22/02/2018","29/03/2018","Economie des relations internationales","292 rue Saint Martin",""
"0753488J","INALCO PARIS","4110","411","46-1","PR","Non","22","","","01/09/2018","20/02/2018","22/03/2018","Histoire moderne et contemporaine du monde arabe","65 rue des Grands Moulins",""
"0753488J","INALCO PARIS","4118","760","46-1","PR","Non","22","13","15","01/09/2018","20/02/2018","22/03/2018","Histoire moderne et contemporaine de l'Europe centrale","65 rue des Grands Moulins",""
"0755890V","UNIVERSITE SORBONNE UNIVERSITE","45","","46-1","PR","Non","22","","","01/09/2018","25/01/2018","26/02/2018","Histoire économique des sociétés contemporaines : La France et l'Europe dans la mondialisation.","UFR d'Histoire, 1, rue V. Cousin, PARIS","S"
"0755890V","UNIVERSITE SORBONNE UNIVERSITE","48","","46-1","PR","Non","22","","","01/09/2018","25/01/2018","26/02/2018","Histoire de l'art contemporain XXe-XXIe siècle","UFR Arche & hist de l'art,3 rue Michelet",""
"0755890V","UNIVERSITE SORBONNE UNIVERSITE","49","","46-1","PR","Non","22","","","01/09/2018","25/01/2018","26/02/2018","Histoire contemporaine. Pouvoirs, politiques publiques et sociétés au XIXe siècle (France, Europe).","UFR d'Histoire, 1, rue V. Cousin, PARIS","S"
"0761904G","UNIVERSITE DE ROUEN","4403 * ","","46-1","PR","Non","22","","","01/09/2018","22/02/2018","29/03/2018","Histoire moderne - histoire du XVIIe siècle","Mont-Saint-Aignan",""
"0921204J","UNIVERSITE PARIS 10 (NANTERRE)","4475 * ","56","46-1","PR","Non","22","","","01/09/2018","22/02/2018","29/03/2018","Histoire politique, sociale, économique et culturelle de la première mondialisation (XVIe-XVIIIe siècles)","NANTERRE",""
"0921204J","UNIVERSITE PARIS 10 (NANTERRE)","4476 * ","1537","46-1","PR","Non","22","","","01/09/2018","22/02/2018","29/03/2018","Histoire sociale. Histoire des sociétés contemporaines, France, Europe et Mondes extra-européens, XIXe-XXIe siècles.","NANTERRE",""
"0951793H","UNIVERSITE DE CERGY-PONTOISE","4363","","46-1","PR","Non","22","","","01/09/2018","23/02/2018","29/03/2018","Le professeur recruté sera un spécialiste de l¿histoire allemande contemporaine dans le domaine politique et économique. ","CERGY",""
"0311383K","UNIVERSITE TOULOUSE 2","4435","","46-1","PR","Non","23","","","01/09/2018","15/02/2018","19/03/2018","Géographie rurale Amérique latine","Toulouse/Foix",""
"0595964M","UNIVERSITE DU LITTORAL","4208 * ","0521","46-1","PR","Non","23","","","01/09/2018","22/02/2018","29/03/2018","Littoraux urbanisés","DUNKERQUE/BOULOGNE SUR MER",""
"0673021V","UNIVERSITE DE STRASBOURG","4452 * ","","46-1","PR","Non","23","","","01/09/2018","22/02/2018","29/03/2018","Information géographique, télédétection et géomatique","Strasbourg",""
"0751723R","UNIVERSITE PARIS 7 (DENIS DIDEROT)","4347","","46-1","PR","Non","23","","","01/09/2018","05/02/2018","07/03/2018","Espaces, milieux et sociétés ","PARIS",""
"0755890V","UNIVERSITE SORBONNE UNIVERSITE","25","","46-1","PR","Non","23","","","01/09/2018","25/01/2018","26/02/2018","Dimension politique des phénomènes sociaux et culturels","UFR de Geographie 191, rue St-Jacques","S"
"0762762P","UNIVERSITE DU HAVRE","4119 * ","","46-1","PR","Non","23","24","","01/09/2018","22/02/2018","29/03/2018","Recherche sur mutations à l'oeuvre dans le domaine des mobilités, recomposition des territoires, dynamiques urbaines(innovations territoriales,évolution des réseaux,usages du numérique,déplacement)","UNIVERSITE LE HAVRE NORMANDIE","S"
"0840685N","UNIVERSITE D'AVIGNON","4107 * ","","46-1","PR","Non","23","24","","01/09/2018","22/02/2018","29/03/2018","Territorialisation des grands enjeux de société et aide à la décision par l'analyse spatiale et la modélisation","Campus Hannah Arendt - Centre-ville",""
"0331420P","UNIV. BORDEAUX MONTAIGNE (IUT)","4252 * ","","46-1","PR","Non","24","","","01/09/2018","22/02/2018","29/03/2018","VILLE DURABLE, PARTICIPATION ET ANIMATION SOCIOCULTURELLE","BORDEAUX",""
"0383493R","UNIVERSITE GRENOBLE ALPES","282 * ","","46-1","PR","Non","24","23","","01/09/2018","22/02/2018","29/03/2018","Planification territoriale et action collective","Grenoble","S"
"0134009M","UNIVERSITE AIX-MARSEILLE","648 * ","57264","46-1","PR","Non","25","","","01/09/2018","22/02/2018","29/03/2018","Analyse Mathématiques et formation des enseignants","AIX MARSEILLE",""
"0333298F","UNIVERSITE DE BORDEAUX","315","0030","46-1","PR","Non","25","26","","01/09/2018","06/02/2018","08/03/2018","Equations aux dérivées partielles","TALENCE","S"
"0370800U","UNIVERSITE DE TOURS","4381","0145","46-1","PR","Non","25","","","01/09/2018","09/02/2018","12/03/2018","Géométrie et interactions","Tours",""
"0440984F","UNIVERSITE DE NANTES","4475 * ","0298","46-1","PR","Non","25","26","","01/09/2018","22/02/2018","29/03/2018","Analyse et Equations aux Dérivées Partielles, interactions avec la Géométrie / Probabilités","Nantes",""
"0490970N","UNIVERSITE D'ANGERS","4296 * ","PR0596","46-1","PR","Non","25","","","01/09/2018","22/02/2018","29/03/2018","Mathématiques fondamentales","ANGERS",""
"0542493S","UNIVERSITE DE LORRAINE","1054 * ","25PR0188","46-1","PR","Non","25","","","01/09/2018","22/02/2018","29/03/2018","Mathématiques Fondamentales, Théorie des Nombres","Nancy",""
"0673021V","UNIVERSITE DE STRASBOURG","4453 * ","","46-1","PR","Non","25","","","01/09/2018","22/02/2018","29/03/2018","Arithmétique ou géométrie algébrique","Strasbourg",""
"0691774D","UNIVERSITE LYON 1 (CLAUDE BERNARD)","4471","1792","46-1","PR","Non","25","","","01/10/2018","12/02/2018","14/03/2018","Théorie des nombres, théorie des modèles et ses interactions","Faculte des Sciences et Technologies","S"
"0751723R","UNIVERSITE PARIS 7 (DENIS DIDEROT)","4351","","46-1","PR","Non","25","","","01/09/2018","05/02/2018","07/03/2018","Géométrie et dynamique, algèbres d'opérateurs, formes automorphes. ","PARIS",""
"0755890V","UNIVERSITE SORBONNE UNIVERSITE","53","1156","46-1","PR","Non","25","","","01/09/2018","25/01/2018","26/02/2018","Mathématiques fondamentales et interactions","Campus Jussieu",""
"0755890V","UNIVERSITE SORBONNE UNIVERSITE","55","0226","51","PR","Non","25","26","","01/09/2018","25/01/2018","26/02/2018","Théorie ergodique et interactions avec les probabilités","Campus Jussieu","S"
"0781944P","UNIVERSITE VERSAILLES/SAINT-QUENTIN","4166 * ","","46-1","PR","Non","25","","","01/09/2018","22/02/2018","29/03/2018","","UFR des Sciences",""
"0911101C","UNIVERSITE PARIS 11","4522 * ","","46-1","PR","Non","25","26","","01/09/2018","22/02/2018","29/03/2018","Mathématiques et applications","Orsay",""
"0931827F","UNIVERSITE PARIS 8","4431 * ","","46-1","PR","Non","25","26","","01/09/2018","22/02/2018","29/03/2018","Mathématiques pures et appliquées","2 RUE DE LA LIBERTE - SAINT DENIS",""
"0134009M","UNIVERSITE AIX-MARSEILLE","689 * ","50070","46-1","PR","Non","26","","","01/09/2018","22/02/2018","29/03/2018","Probabilités","Marseille",""
"0134009M","UNIVERSITE AIX-MARSEILLE","691 * ","52722","46-1","PR","Non","26","","","01/09/2018","22/02/2018","29/03/2018","Analyse numérique, calcul scientifique","Marseille",""
"0211237F","UNIVERSITE DE DIJON","4422 * ","","46-1","PR","Non","26","","","01/09/2018","22/02/2018","29/03/2018","Mathématiques appliquées en interaction avec l'entreprise","DIJON",""
"0333298F","UNIVERSITE DE BORDEAUX","344","","46-3","PR","Non","26","","","01/09/2018","06/02/2018","08/03/2018","Biostatistique","BORDEAUX",""
"0342321N","UNIVERSITE DE MONTPELLIER","281 * ","0657","46-1","PR","Non","26","","","01/09/2018","22/02/2018","29/03/2018","Apprentissage statistique, statistique en grande dimension, probabilités numériques, statistique médicale","Montpellier",""
"0421095M","UNIVERSITE DE SAINT-ETIENNE","4249 * ","0565","46-1","PR","Non","26","","","01/09/2018","22/02/2018","29/03/2018","PROBABILITES ET STATISTIQUES","ST ETIENNE","S"
"0450855K","UNIVERSITE D'ORLEANS","4325 * ","PR0826","46-1","PR","Non","26","","","01/09/2018","22/02/2018","29/03/2018","Mathématiques appliquées - Traitement d'images","UFR Collegium ST - ORLEANS",""
"0542493S","UNIVERSITE DE LORRAINE","1056 * ","26PR0185","46-1","PR","Non","26","","","01/09/2018","22/02/2018","29/03/2018","Mathématiques appliquées, Probabilités","Nancy",""
"0561718N","UNIVERSITE DE BRETAGNE SUD (LORIENT)","4113 * ","0281","46-1","PR","Non","26","","","01/09/2018","22/02/2018","29/03/2018","Data Science","UFR SSI - Vannes",""
"0593279U","UNIVERSITE DE VALENCIENNES","4186 * ","","46-1","PR","Non","26","","","01/09/2018","22/02/2018","29/03/2018","analyse numérique et le calcul scientifique","VALENCIENNES - LE MONT HOUY",""
"0601223D","UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE","4101 * ","0143","46-1","PR","Non","26","","","01/09/2018","22/02/2018","29/03/2018","problèmes hyperboliques, analyse numérique","COMPIEGNE",""
"0673021V","UNIVERSITE DE STRASBOURG","4454 * ","","46-1","PR","Non","26","","","01/09/2018","22/02/2018","29/03/2018","Modélisation, contrôle, calcul scientifique, interactions","Strasbourg",""
"0691774D","UNIVERSITE LYON 1 (CLAUDE BERNARD)","4472","1589","46-1","PR","Non","26","","","01/09/2018","12/02/2018","14/03/2018","Modélisation, analyse appliquée, application des EDP","Faculte des Sciences et Technologies","S"
"0694123G","ECOLE NORMALE SUPERIEURE DE LYON","4168 * ","PR0116","46-1","PR","Non","26","27","","01/09/2018","22/02/2018","29/03/2018","Apprentissage statistique, statistiques en grande dimension","46 allee d'Italie, Lyon",""
"0751717J","UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)","4437 * ","1662","46-1","PR","Non","26","","","01/09/2018","22/02/2018","29/03/2018","Probabilités, statistique mathématique et applications","UFR Mathematiques et Informatique",""
"0751723R","UNIVERSITE PARIS 7 (DENIS DIDEROT)","4354","","46-1","PR","Non","26","","","01/09/2018","05/02/2018","07/03/2018","Analyse, méthodes numériques et interactions ","PARIS",""
"0755890V","UNIVERSITE SORBONNE UNIVERSITE","56","0096","46-1","PR","Non","26","","","01/09/2018","25/01/2018","26/02/2018","Mathématiques de la relativité générale, équations cinétiques","Campus Jussieu",""
"0762762P","UNIVERSITE DU HAVRE","4120 * ","","46-1","PR","Non","26","","","01/09/2018","22/02/2018","29/03/2018","PU à l'UFR ST et laboratoire LMAH. Il/Elle interviendra en L et en M et rejoindra le groupe systèmes dynamiques et problèmes d'évolution(EDP,Systèmes complexes,applications à la biologie) ","UNIVERSITE LE HAVRE NORMANDIE","S"
"0772502B","UNIVERSITE PARIS EST MARNE LA VALLEE","4184 * ","","46-1","PR","Non","26","","","01/09/2018","22/02/2018","29/03/2018","Statistiques","CHAMPS SUR MARNE",""
"0911975C","UNIVERSITE D'EVRY VAL D'ESSONNE","4134 * ","","46-1","PR","Non","26","","","01/09/2018","22/02/2018","29/03/2018","Analyse et équations aux dérivées partielles","Evry",""
"0912266U","ENS IIE","4043","560","46-1","PR","Non","26","","","15/05/2018","02/02/2018","05/03/2018","Modélisation statistique et applications","EVRY",""
"0921204J","UNIVERSITE PARIS 10 (NANTERRE)","4462 * ","496","46-1","PR","Non","26","","","01/09/2018","22/02/2018","29/03/2018","Probabilités ou Statistique","NANTERRE",""
"0940607Z","ECOLE NORMALE SUPERIEURE DE CACHAN","4122 * ","","46-1","PR","Non","26","27","61","01/09/2018","22/02/2018","29/03/2018","Professeur des universités","CACHAN",""
"0942353X","ESPE ACADEMIE CRETEIL","4552 * ","1532","46-1","PR","Non","26","","","01/09/2018","22/02/2018","29/03/2018","Didactique des mathématiques dans l¿enseignement du premier degré","ESPE de lacademie de Creteil","S"
"0951793H","UNIVERSITE DE CERGY-PONTOISE","4350 * ","","46-1","PR","Non","26","28","70","01/09/2018","22/02/2018","29/03/2018","L¿ESPE recrute un.e professeur.e de didactique des mathématiques ou des sciences. ","CERGY",""
"0060931E","UNIVERSITE DE NICE (SOPHIA ANTIPOLIS)","4536","27 PR ID 519","51","PR","Non","27","","","01/09/2018","01/02/2018","08/03/2018","Communication, réseaux, systèmes embarqués et distribués","POLYTECH",""
"0060931E","UNIVERSITE DE NICE (SOPHIA ANTIPOLIS)","4537","27 PR ID 458","46-1","PR","Non","27","","","01/09/2018","01/02/2018","08/03/2018","Systèmes distribués ","IUT",""
"0101060Y","UNIVERSITE DE TECHNOLOGIE DE TROYES","4044 * ","0011","46-1","PR","Non","27","","","01/09/2018","22/02/2018","29/03/2018","Industrial IoT","TROYES",""
"0141408E","UNIVERSITE DE CAEN","4379 * ","","46-1","PR","Non","27","","","01/09/2018","22/02/2018","29/03/2018","La personne recrutée devra effectuer ses enseignements dans le département informatique de l'IUT de CAEN :ALGORITHMIQUE - PROGRAMMATION - CONCEPTION ET DÉVELOPPEMENT D'APPLICATIONS","CAEN",""
"0141408E","UNIVERSITE DE CAEN","4393 * ","","46-1","PR","Non","27","","","01/09/2018","22/02/2018","29/03/2018","INFORMATIQUE ET INTELLIGENCE ARTIFICIELLE","CAEN",""
"0290119X","ENI DE BREST","4025 * ","","46-1","PR","Non","27","","","01/10/2018","22/02/2018","29/03/2018","","plouzane",""
"0311381H","INP DE TOULOUSE","4111 * ","0192","46-1","PR","Non","27","","","01/09/2018","22/02/2018","29/03/2018","Modélisation 3D, Analyse des données géométriques, Multimédia, Informatique","TOULOUSE",""
"0333232J","INSTITUT POLYTECHNIQUE DE BORDEAUX","4085 * ","0081","46-1","PR","Non","27","71","","01/09/2018","22/02/2018","29/03/2018","Ingénierie Cognitique, Intelligence artificielle, Gestion des connaissances","Talence","S"
