"Rentrée";"Type";"UAI";"Etablissement";"Emplois_MCF";"Emplois_PR";"Effectif_MCF";"Effectif_PR";"Renouvellement";"Promotion"
"2020";"Grand établissement";"0753471R";"CONSERVATOIRE NAT. DES ARTS ET METIERS";6;2;240;112;0,0170454545454545;0,00833333333333333
"2020";"Grand établissement";"0753488J";"INALCO PARIS";7;6;147;73;0,0318181818181818;0,0408163265306122
"2020";"Grand établissement";"0912341A";"CENTRALESUPELEC";3;0;26;43;0,0434782608695652;0
"2020";"Institut d'étude politique";"0130221V";"I.E.P D'AIX-EN-PROVENCE";1;0;18;12;0,0333333333333333;0
"2020";"Institut d'étude politique";"0310133B";"I.E.P DE TOULOUSE";1;0;18;11;0,0344827586206897;0
"2020";"Institut d'étude politique";"0330192E";"I.E.P DE BORDEAUX";4;0;11;17;0,142857142857143;0
"2020";"Institut d'étude politique";"0352317D";"I.E.P DE RENNES";1;1;14;7;0,0476190476190476;0,0714285714285714
"2020";"Institut d'étude politique";"0380134P";"IEP DE GRENOBLE";2;0;28;15;0,0465116279069767;0
"2020";"Institut d'étude politique";"0595876S";"I.E.P DE LILLE";1;1;22;6;0,0357142857142857;0,0454545454545455
"2020";"Institut d'étude politique";"0690173N";"I.E.P DE LYON";2;3;27;16;0,0465116279069767;0,111111111111111
"2020";"Institut national polytechnique";"0311381H";"INP DE TOULOUSE";2;2;158;104;0,00763358778625954;0,0126582278481013
"2020";"Instituts et écoles extérieurs aux universités";"0101060Y";"UNIVERSITE DE TECHNOLOGIE DE TROYES";4;0;55;31;0,0465116279069767;0
"2020";"Instituts et écoles extérieurs aux universités";"0310152X";"INSA DE TOULOUSE";4;2;98;67;0,0242424242424242;0,0204081632653061
"2020";"Instituts et écoles extérieurs aux universités";"0350097R";"INSA DE RENNES";1;1;90;37;0,0078740157480315;0,0111111111111111
"2020";"Instituts et écoles extérieurs aux universités";"0420093Y";"ENI DE SAINT-ETIENNE";2;1;17;11;0,0714285714285714;0,0588235294117647
"2020";"Instituts et écoles extérieurs aux universités";"0590338X";"ENSAIT DE ROUBAIX";0;2;13;11;0;0,153846153846154
"2020";"Instituts et écoles extérieurs aux universités";"0601223D";"UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE";8;0;97;66;0,049079754601227;0
"2020";"Instituts et écoles extérieurs aux universités";"0690187D";"ECOLE CENTRALE DE LYON";3;2;70;33;0,029126213592233;0,0285714285714286
"2020";"Instituts et écoles extérieurs aux universités";"0690192J";"INSA DE LYON";10;2;281;131;0,0242718446601942;0,00711743772241993
"2020";"Instituts et écoles extérieurs aux universités";"0760165S";"INSA DE ROUEN";1;1;65;33;0,0102040816326531;0,0153846153846154
"2020";"Instituts et écoles extérieurs aux universités";"0900424X";"BELFORT-MONTBEL (UNIV TECHNO)";4;0;64;22;0,0465116279069767;0
"2020";"Instituts et écoles extérieurs aux universités";"0930603A";"INST. SUP. MECANIQUE PARIS";2;1;21;10;0,0645161290322581;0,0476190476190476
"2020";"Université";"0134009M";"UNIVERSITE AIX-MARSEILLE";43;18;1537;923;0,017479674796748;0,0117111255692908
"2020";"Université";"0141408E";"UNIVERSITE DE CAEN";11;10;591;286;0,0125427594070696;0,0169204737732657
"2020";"Université";"0171463Y";"UNIVERSITE DE LA ROCHELLE";4;6;170;68;0,0168067226890756;0,0352941176470588
"2020";"Université";"0211237F";"UNIVERSITE DE DIJON";18;10;573;337;0,0197802197802198;0,0174520069808028
"2020";"Université";"0251215K";"UNIVERSITE DE BESANCON";13;11;518;265;0,016602809706258;0,0212355212355212
"2020";"Université";"0290346U";"UNIV. DE BRETAGNE OCCIDENTALE (BREST)";4;2;479;223;0,0056980056980057;0,00417536534446764
"2020";"Université";"0301687W";"UNIVERSITE DE NIMES";5;0;51;17;0,0735294117647059;0
"2020";"Université";"0311382J";"UNIVERSITE TOULOUSE 1";8;4;176;113;0,027681660899654;0,0227272727272727
"2020";"Université";"0311383K";"UNIVERSITE TOULOUSE 2";22;14;506;194;0,0314285714285714;0,0276679841897233
"2020";"Université";"0311384L";"UNIVERSITE TOULOUSE 3";9;6;910;539;0,0062111801242236;0,00659340659340659
"2020";"Université";"0331766R";"UNIVERSITE BORDEAUX MONTAIGNE";9;3;277;124;0,0224438902743142;0,0108303249097473
"2020";"Université";"0333298F";"UNIVERSITE DE BORDEAUX";13;25;931;604;0,00846905537459283;0,0268528464017186
"2020";"Université";"0341089Z";"UNIVERSITE MONTPELLIER 3 (PAUL VALERY)";15;7;293;143;0,0344036697247706;0,0238907849829352
"2020";"Université";"0342321N";"UNIVERSITE DE MONTPELLIER";3;5;815;546;0,00220426157237326;0,00613496932515337
"2020";"Université";"0350936C";"UNIVERSITE RENNES 1";7;11;617;373;0,00707070707070707;0,0178282009724473
"2020";"Université";"0350937D";"UNIVERSITE RENNES 2";9;4;319;122;0,0204081632653061;0,0125391849529781
"2020";"Université";"0370800U";"UNIVERSITE DE TOURS";16;7;519;295;0,0196560196560197;0,0134874759152216
"2020";"Université";"0421095M";"UNIVERSITE DE SAINT-ETIENNE";11;5;311;178;0,0224948875255624;0,0160771704180064
"2020";"Université";"0440984F";"UNIVERSITE DE NANTES";16;2;759;423;0,0135363790186125;0,00263504611330698
"2020";"Université";"0450855K";"UNIVERSITE D'ORLEANS";12;13;431;164;0,0201680672268908;0,0301624129930394
"2020";"Université";"0490970N";"UNIVERSITE D'ANGERS";6;4;361;215;0,0104166666666667;0,0110803324099723
"2020";"Université";"0511296G";"UNIVERSITE DE REIMS";24;18;532;271;0,0298879202988792;0,0338345864661654
"2020";"Université";"0561718N";"UNIVERSITE DE BRETAGNE SUD (LORIENT)";5;2;181;66;0,0202429149797571;0,0110497237569061
"2020";"Université";"0595964M";"UNIVERSITE DU LITTORAL";12;6;231;74;0,039344262295082;0,025974025974026
"2020";"Université";"0597065J";"UNIVERSITE DE LILLE";20;21;1371;761;0,00938086303939963;0,0153172866520788
"2020";"Université";"0623957P";"UNIVERSITE D'ARTOIS";6;6;236;95;0,0181268882175227;0,0254237288135593
"2020";"Université";"0632035V";"UNIVERSITE CLERMONT AUVERGNE";15;5;722;366;0,0137867647058824;0,00692520775623269
"2020";"Université";"0640251A";"UNIVERSITE DE PAU";1;0;303;138;0,00226757369614512;0
"2020";"Université";"0660437S";"UNIVERSITE DE PERPIGNAN (VIA DOMITIA)";4;3;199;84;0,0141342756183746;0,0150753768844221
"2020";"Université";"0673021V";"UNIVERSITE DE STRASBOURG";22;15;887;616;0,0146373918829009;0,0169109357384442
"2020";"Université";"0681166Y";"UNIVERSITE DE MULHOUSE";7;1;235;92;0,0214067278287462;0,00425531914893617
"2020";"Université";"0691774D";"UNIVERSITE LYON 1 (CLAUDE BERNARD)";22;0;860;562;0,0154711673699015;0
"2020";"Université";"0691775E";"UNIVERSITE LYON 2 (LUMIERE)";26;12;357;182;0,0482374768089054;0,0336134453781513
"2020";"Université";"0692437Z";"UNIVERSITE LYON 3 (JEAN MOULIN)";13;9;266;136;0,0323383084577114;0,0338345864661654
"2020";"Université";"0720916E";"UNIVERSITE DU MANS";4;3;241;105;0,0115606936416185;0,012448132780083
"2020";"Université";"0730858L";"UNIVERSITE DE SAVOIE MONT-BLANC";7;4;267;116;0,0182767624020888;0,0149812734082397
"2020";"Université";"0751717J";"UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)";24;15;434;288;0,0332409972299169;0,0345622119815668
"2020";"Université";"0751718K";"UNIVERSITE PARIS 2 (PANTHEON-ASSAS)";9;7;117;135;0,0357142857142857;0,0598290598290598
"2020";"Université";"0751719L";"UNIVERSITE PARIS 3 (SORBONNE NOUVELLE)";10;4;258;138;0,0252525252525253;0,0155038759689922
"2020";"Université";"0755890V";"UNIVERSITE SORBONNE UNIVERSITE";34;27;1393;914;0,0147377546597313;0,0193826274228284
"2020";"Université";"0761904G";"UNIVERSITE DE ROUEN";14;7;545;318;0,0162224797219003;0,0128440366972477
"2020";"Université";"0762762P";"UNIVERSITE DU HAVRE";3;3;187;65;0,0119047619047619;0,0160427807486631
"2020";"Université";"0781944P";"UNIVERSITE VERSAILLES/SAINT-QUENTIN";16;13;282;234;0,0310077519379845;0,0460992907801418
"2020";"Université";"0801344B";"UNIVERSITE D'AMIENS";17;4;547;238;0,021656050955414;0,00731261425959781
"2020";"Université";"0840685N";"UNIVERSITE D'AVIGNON";9;3;169;50;0,0410958904109589;0,0177514792899408
"2020";"Université";"0860856N";"UNIVERSITE DE POITIERS";34;11;624;319;0,0360551431601273;0,0176282051282051
"2020";"Université";"0870669E";"UNIVERSITE DE LIMOGES";10;9;379;220;0,01669449081803;0,0237467018469657
"2020";"Université";"0911975C";"UNIVERSITE D'EVRY VAL D'ESSONNE";5;4;178;77;0,0196078431372549;0,0224719101123595
"2020";"Université";"0921204J";"UNIVERSITE PARIS 10 (NANTERRE)";23;12;547;259;0,0285359801488834;0,0219378427787934
"2020";"Université";"0931238R";"UNIVERSITE PARIS 13";19;6;489;233;0,0263157894736842;0,0122699386503067
"2020";"Université";"0931827F";"UNIVERSITE PARIS 8";24;15;445;206;0,0368663594470046;0,0337078651685393
"2020";"Université";"0941111X";"UNIVERSITE PARIS EST CRETEIL (PARIS 12";30;8;524;303;0,0362756952841596;0,0152671755725191
"2020";"Université";"9710585J";"UNIVERSITE DES ANTILLES";9;4;197;84;0,0320284697508897;0,0203045685279188
"2020";"Université";"9730429D";"UNIVERSITE DE LA GUYANE";1;2;53;6;0,0169491525423729;0,0377358490566038
"2020";"Université";"9740478B";"UNIVERSITE DE LA REUNION";8;6;230;107;0,0237388724035608;0,0260869565217391
"2020";"Université";"9840349G";"UNIVERSITE DE POLYNESIE FRANCAISE";2;0;50;12;0,032258064516129;0
