"UAI";"Type";"Corps";"Code.section";"Section";"Groupe";"Discipline";"Effectif"
"0941111X";"Université";"MCF";48;"48-Anesthésiologie, réanimation, médecine d'urgence, pharmacologie et thérapeutique";"Médecine";"Médecine";7
"0941111X";"Université";"MCF";49;"49-Pathologie nerveuse et musculaire, pathologie mentale, handicap et rééducation";"Médecine";"Médecine";1
"0941111X";"Université";"MCF";50;"50-Pathologie ostéo-articulaire, dermatologie et chirurgie plastique";"Médecine";"Médecine";1
"0941111X";"Université";"MCF";52;"52-Maladies des appareils digestif et urinaire";"Médecine";"Médecine";1
"0941111X";"Université";"MCF";53;"53-Médecine interne, gériatrie et chirurgie générale";"Médecine";"Médecine";4
"0941111X";"Université";"MCF";54;"54-Développement et pathologie de l'enfant, gynécologie-obstétrique, endocrinologie et reproduction";"Médecine";"Médecine";3
"0941111X";"Université";"MCF";55;"55-Pathologie de la tête et du cou";"Médecine";"Médecine";1
"0941111X";"Université";"MCF";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";7
"0941111X";"Université";"MCF";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";26
"0941111X";"Université";"MCF";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";13
"0941111X";"Université";"MCF";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";9
"0941111X";"Université";"MCF";64;"64-Biochimie et biologie moléculaire";"Biologie et biochimie, neurosciences";"Sciences";15
"0941111X";"Université";"MCF";65;"65-Biologie cellulaire";"Biologie et biochimie, neurosciences";"Sciences";7
"0941111X";"Université";"MCF";66;"66-Physiologie";"Biologie et biochimie, neurosciences";"Sciences";11
"0941111X";"Université";"MCF";67;"67-Biologie des populations et écologie";"Biologie et biochimie, neurosciences";"Sciences";5
"0941111X";"Université";"MCF";68;"68-Biologie des organismes";"Biologie et biochimie, neurosciences";"Sciences";2
"0941111X";"Université";"MCF";69;"69-Neurosciences";"Biologie et biochimie, neurosciences";"Sciences";1
"0941111X";"Université";"MCF";70;"70-Sciences de l'éducation";"Groupe pluridisciplinaire";"Lettres et sciences humaines";27
"0941111X";"Université";"MCF";71;"71-Sciences de l'information et de la communication";"Groupe pluridisciplinaire";"Lettres et sciences humaines";8
"0941111X";"Université";"MCF";72;"72-Epistémologie, histoire des sciences et des techniques";"Groupe pluridisciplinaire";"Lettres et sciences humaines";3
"0941111X";"Université";"MCF";74;"74-Sciences et techniques des activités physiques et sportives";"Groupe pluridisciplinaire";"Lettres et sciences humaines";12
"0941111X";"Université";"MCF";87;"87-Sciences biologiques, fondamentales et cliniques";"Pharmacie(mono-appartenants)";"Pharmacie";1
"0941111X";"Université";"PR";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";16
"0941111X";"Université";"PR";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";8
"0941111X";"Université";"PR";3;"3-Histoire du droit et des institutions";"Droit et science politique";"Droit, économie et gestion";1
"0941111X";"Université";"PR";4;"4-Science politique";"Droit et science politique";"Droit, économie et gestion";1
"0941111X";"Université";"PR";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";10
"0941111X";"Université";"PR";6;"6-Sciences de gestion";"Sciences économiques et de gestion";"Droit, économie et gestion";14
"0941111X";"Université";"PR";7;"7-Sciences du langage : linguistique et phonétique générales";"Langues et littératures";"Lettres et sciences humaines";5
"0941111X";"Université";"PR";8;"8-Langues et littératures anciennes";"Langues et littératures";"Lettres et sciences humaines";2
"0941111X";"Université";"PR";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";5
"0941111X";"Université";"PR";10;"10-Littératures comparées";"Langues et littératures";"Lettres et sciences humaines";2
"0941111X";"Université";"PR";11;"11-Langues et littératures anglaises et anglo-saxonnes";"Langues et littératures";"Lettres et sciences humaines";6
"0941111X";"Université";"PR";14;"14-Langues et littératures romanes : espagnol, italien, portugais, autres langues romanes";"Langues et littératures";"Lettres et sciences humaines";2
"0941111X";"Université";"PR";16;"16-Psychologie, psychologie clinique, psychologie sociale";"Sciences humaines";"Lettres et sciences humaines";1
"0941111X";"Université";"PR";17;"17-Philosophie";"Sciences humaines";"Lettres et sciences humaines";3
"0941111X";"Université";"PR";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";1
"0941111X";"Université";"PR";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";4
"0941111X";"Université";"PR";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";6
"0941111X";"Université";"PR";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";3
"0941111X";"Université";"PR";24;"24-Aménagement de l'espace, urbanisme";"Sciences humaines";"Lettres et sciences humaines";9
"0941111X";"Université";"PR";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";4
"0941111X";"Université";"PR";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";9
"0941111X";"Université";"PR";27;"27-Informatique";"Mathématiques et informatique";"Sciences";11
"0941111X";"Université";"PR";28;"28-Milieux denses et matériaux";"Physique";"Sciences";2
"0941111X";"Université";"PR";30;"30-Milieux dilués et optique";"Physique";"Sciences";1
"0941111X";"Université";"PR";31;"31-Chimie théorique, physique, analytique";"Chimie";"Sciences";2
"0941111X";"Université";"PR";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";4
"0941111X";"Université";"PR";33;"33-Chimie des matériaux";"Chimie";"Sciences";5
"0941111X";"Université";"PR";34;"34-Astronomie, astrophysique";"Sciences de la terre";"Sciences";3
"0941111X";"Université";"PR";35;"35-Structure et évolution de la terre et des autres planètes";"Sciences de la terre";"Sciences";2
"0941111X";"Université";"PR";37;"37-Météorologie, océanographie physique de l'environnement";"Sciences de la terre";"Sciences";4
"0941111X";"Université";"PR";42;"42-Morphologie et morphogenèse";"Médecine";"Médecine";8
"0941111X";"Université";"PR";43;"43-Biophysique et imagerie Médecine";"Médecine";"Médecine";7
"0941111X";"Université";"PR";44;"44-Biochimie, biologie cellulaire et moléculaire, physiologie et nutrition";"Médecine";"Médecine";6
"0941111X";"Université";"PR";45;"45-Microbiologie, maladies transmissibles et hygiène";"Médecine";"Médecine";3
"0941111X";"Université";"PR";46;"46-Santé publique, environnement et société";"Médecine";"Médecine";8
"0941111X";"Université";"PR";47;"47-Cancérologie, génétique, hématologie, immunologie";"Médecine";"Médecine";16
"0941111X";"Université";"PR";48;"48-Anesthésiologie, réanimation, médecine d'urgence, pharmacologie et thérapeutique";"Médecine";"Médecine";9
"0941111X";"Université";"PR";49;"49-Pathologie nerveuse et musculaire, pathologie mentale, handicap et rééducation";"Médecine";"Médecine";13
"0941111X";"Université";"PR";50;"50-Pathologie ostéo-articulaire, dermatologie et chirurgie plastique";"Médecine";"Médecine";8
"0941111X";"Université";"PR";51;"51-Pathologie cardiorespiratoire et vasculaire";"Médecine";"Médecine";14
"0941111X";"Université";"PR";52;"52-Maladies des appareils digestif et urinaire";"Médecine";"Médecine";13
"0941111X";"Université";"PR";53;"53-Médecine interne, gériatrie et chirurgie générale";"Médecine";"Médecine";6
"0941111X";"Université";"PR";54;"54-Développement et pathologie de l'enfant, gynécologie-obstétrique, endocrinologie et reproduction";"Médecine";"Médecine";3
"0941111X";"Université";"PR";55;"55-Pathologie de la tête et du cou";"Médecine";"Médecine";3
"0941111X";"Université";"PR";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";6
"0941111X";"Université";"PR";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";7
"0941111X";"Université";"PR";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";4
"0941111X";"Université";"PR";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";2
"0941111X";"Université";"PR";64;"64-Biochimie et biologie moléculaire";"Biologie et biochimie, neurosciences";"Sciences";5
"0941111X";"Université";"PR";65;"65-Biologie cellulaire";"Biologie et biochimie, neurosciences";"Sciences";4
"0941111X";"Université";"PR";66;"66-Physiologie";"Biologie et biochimie, neurosciences";"Sciences";2
"0941111X";"Université";"PR";67;"67-Biologie des populations et écologie";"Biologie et biochimie, neurosciences";"Sciences";2
"0941111X";"Université";"PR";69;"69-Neurosciences";"Biologie et biochimie, neurosciences";"Sciences";1
"0941111X";"Université";"PR";70;"70-Sciences de l'éducation";"Groupe pluridisciplinaire";"Lettres et sciences humaines";3
"0941111X";"Université";"PR";71;"71-Sciences de l'information et de la communication";"Groupe pluridisciplinaire";"Lettres et sciences humaines";3
"0941111X";"Université";"PR";74;"74-Sciences et techniques des activités physiques et sportives";"Groupe pluridisciplinaire";"Lettres et sciences humaines";1
"0951376E";"Écoles habilitées à délivrer un diplôme d'ingénieur";"MCF";27;"27-Informatique";"Mathématiques et informatique";"Sciences";2
"0951376E";"Écoles habilitées à délivrer un diplôme d'ingénieur";"MCF";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";14
"0951376E";"Écoles habilitées à délivrer un diplôme d'ingénieur";"MCF";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";8
"0951376E";"Écoles habilitées à délivrer un diplôme d'ingénieur";"PR";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";4
"0951376E";"Écoles habilitées à délivrer un diplôme d'ingénieur";"PR";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";4
"0951793H";"Université";"MCF";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";15
"0951793H";"Université";"MCF";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";11
"0951793H";"Université";"MCF";3;"3-Histoire du droit et des institutions";"Droit et science politique";"Droit, économie et gestion";2
"0951793H";"Université";"MCF";4;"4-Science politique";"Droit et science politique";"Droit, économie et gestion";2
"0951793H";"Université";"MCF";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";19
"0951793H";"Université";"MCF";6;"6-Sciences de gestion";"Sciences économiques et de gestion";"Droit, économie et gestion";19
"0951793H";"Université";"MCF";7;"7-Sciences du langage : linguistique et phonétique générales";"Langues et littératures";"Lettres et sciences humaines";7
"0951793H";"Université";"MCF";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";12
"0951793H";"Université";"MCF";11;"11-Langues et littératures anglaises et anglo-saxonnes";"Langues et littératures";"Lettres et sciences humaines";16
"0951793H";"Université";"MCF";12;"12-Langues et littératures germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";3
"0951793H";"Université";"MCF";14;"14-Langues et littératures romanes : espagnol, italien, portugais, autres langues romanes";"Langues et littératures";"Lettres et sciences humaines";5
"0951793H";"Université";"MCF";15;"15-Langues et littératures arabes, chinoises, japonaises, hébraique, d'autres domaines linguistiques";"Langues et littératures";"Lettres et sciences humaines";3
"0951793H";"Université";"MCF";16;"16-Psychologie, psychologie clinique, psychologie sociale";"Sciences humaines";"Lettres et sciences humaines";7
