UAI,Etablissement,Référence GALAXIE,N° dans le SI local,Article,Corps,Chaire,Section,Section2,Section3,Date de prise de fonction,Date ouverture cand,Date clôture cand,Profil,Localisation,Etat de vacance
0931238R,UNIVERSITE PARIS 13,4328 *,0042,26-I-1,MCF,Non,65,,,01/09/2019,21/02/2019,26/03/2019,"Bio-informatique, génétique des populations",Bobigny,
0601223D,UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE,4124 *,0069,33,MCF,Non,66,74,,01/09/2019,21/02/2019,26/03/2019,Physiologie du système musculo-tendineux,Compiegne,
0673021V,UNIVERSITE DE STRASBOURG,4592 *,,26-I-1,MCF,Non,66,,,01/09/2019,21/02/2019,26/03/2019,Physiologie animale et cellulaire ; Biochimie,Schiltigheim,
0691774D,UNIVERSITE LYON 1 (CLAUDE BERNARD),4528,2510,26-I-1,MCF,Non,66,68,,01/09/2019,06/02/2019,08/03/2019,"Pharmacologie - Toxicologie, Physiologie Animale",IUT Lyon 1,S
0801344B,UNIVERSITE D'AMIENS,4450 *,,26-I-1,MCF,Non,66,,,01/09/2019,21/02/2019,26/03/2019,ELECTROPHYSIOLOGIE DES CELLULES CANCEREUSES,POLE SCIENTIFIQUE SAINT LEU,
0171463Y,UNIVERSITE DE LA ROCHELLE,4135 *,,26-I-1,MCF,Non,67,68,,01/09/2019,21/02/2019,26/03/2019,Écologie fonctionnelle des poissons marins et amphihalins,Universite La Rochelle,
0312877J,ESPE ACADEMIE TOULOUSE,4460,,26-I-1,MCF,Non,67,70,,01/09/2019,14/02/2019,18/03/2019,Didactique des sciences du vivant et formation des enseignants,TOULOUSE ET CAHORS,
0342321N,UNIVERSITE DE MONTPELLIER,331 *,67MCF0938,26-I-1,MCF,Non,67,,,01/09/2019,21/02/2019,26/03/2019,Biologie végétale et traits fonctionnels,Montpellier,
0370800U,UNIVERSITE DE TOURS,4423,0900,26-I-1,MCF,Non,67,,,01/09/2019,08/02/2019,11/03/2019,Écologie évolutive,TOURS,
0730858L,UNIVERSITE DE SAVOIE MONT-BLANC,4256 *,199,26-I-1,MCF,Non,67,,,01/09/2019,21/02/2019,26/03/2019,E:Enseignements en Biologie/Physiologie des organismes en licence/master.R:La recherche se focalisera sur l'impact de stress multiples sur les organismes aquatiques lacustres.,CHAMBERY,S
0761904G,UNIVERSITE DE ROUEN,4440 *,,26-I-1,MCF,Non,67,,,01/09/2019,21/02/2019,26/03/2019,"Enseignement : Microbiologie, Ecologie moléculaire.Recherche : Ecologie microbienne, écologie moléculaire",Mont-Saint-Aignan,
0761904G,UNIVERSITE DE ROUEN,4441 *,,26-I-1,MCF,Non,67,,,01/09/2019,21/02/2019,26/03/2019,"Enseignement : Sciences des sols/Ecologie fonctionnelleRecherche : Ecologie fonctionnelle des sols, relations biologiques des sols/Cycles biogeochimiques",Mont-Saint-Aignan,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4638 *,0262,26-I-1,MCF,Non,67,,,01/09/2019,21/02/2019,26/03/2019,Ecologie des sols et Biostatistiques,Campus centre,
0211237F,UNIVERSITE DE DIJON,4445 *,0763,26-I-1,MCF,Non,68,,,01/09/2019,21/02/2019,26/03/2019,Chimie / Physico-Chimie du vin,DIJON,S
0311381H,INP DE TOULOUSE,4122 *,68,26-I-1,MCF,Non,68,,,01/09/2019,21/02/2019,26/03/2019,"Comprendre, évaluer et améliorer le bien-être animal en élevage",INP-ENSAT AUZEVILLE-TOLOSANE,
0673021V,UNIVERSITE DE STRASBOURG,4589 *,,26-I-1,MCF,Non,68,,,01/09/2019,21/02/2019,26/03/2019,Biologie végétale,Strasbourg,
9740478B,UNIVERSITE DE LA REUNION,4253 *,,26-I-1,MCF,Non,68,62,,01/09/2019,21/02/2019,26/03/2019,Génie industriel Alimentaire et Ecoconception,PARC TECHNOLOGIQUE UNIVERSITAIRE,
0060931E,UNIVERSITE DE NICE (SOPHIA ANTIPOLIS),4583,69 MCF 521,26-I-1,MCF,Non,69,,,01/09/2019,29/01/2019,05/03/2019,Rôle moteur dans le développement de protocoles alliant l¿orthophonie et les neurosciences.,URF MEDECINE,
0251215K,UNIVERSITE DE BESANCON,4509 *,0232,26-I-1,MCF,Non,69,,,01/09/2019,21/02/2019,26/03/2019,Neurosciences et comportement,BESANCON,
0311383K,UNIVERSITE TOULOUSE 2,4461,,26-I-1,MCF,Non,69,16,,01/09/2019,14/02/2019,18/03/2019,Neurosciences,TOULOUSE,
0333298F,UNIVERSITE DE BORDEAUX,405 *,0906,26-I-1,MCF,Non,69,,,01/09/2019,21/02/2019,26/03/2019,Réadaptation,BORDEAUX,S
0342321N,UNIVERSITE DE MONTPELLIER,336 *,69MCF0796,26-I-1,MCF,Non,69,,,01/09/2019,21/02/2019,26/03/2019,Neurosciences,Montpellier,
0370800U,UNIVERSITE DE TOURS,4424,1375,26-I-1,MCF,Non,69,,,01/09/2019,08/02/2019,11/03/2019,Neurosciences cognitives,TOURS,
0542493S,UNIVERSITE DE LORRAINE,1203 *,69MCF0197,26-I-1,MCF,Non,69,,,01/09/2019,21/02/2019,26/03/2019,Neurosciences et Physiologie,NANCY,
0673021V,UNIVERSITE DE STRASBOURG,4590 *,,26-I-1,MCF,Non,69,68,,01/09/2019,21/02/2019,26/03/2019,Biologie animale,Strasbourg,
0060931E,UNIVERSITE DE NICE (SOPHIA ANTIPOLIS),4584,70 MCF 525,26-I-1,MCF,Non,70,,,01/09/2019,29/01/2019,05/03/2019,DIDACTIQUE DES MATHEMATIQUES ET INNOVATIONS PEDAGOGIQUES,ESPE,
0251983V,ESPE ACADEMIE BESANCON,4510 *,0097,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,Didactiques des lettres et du français,BESANCON,
0290346U,UNIV. DE BRETAGNE OCCIDENTALE (BREST),4363 *,7000MCF0132,26-I-1,MCF,Non,70,74,,01/09/2019,21/02/2019,26/03/2019,Analyse de la pratique enseignante en EPS,BREST et QUIMPER,
0311383K,UNIVERSITE TOULOUSE 2,4463,,26-I-1,MCF,Non,70,,,01/09/2019,14/02/2019,18/03/2019,Sciences de l'éducation Pratiques éducatives en contexte scolaire,TOULOUSE,
0311383K,UNIVERSITE TOULOUSE 2,4464,,26-I-1,MCF,Non,70,,,01/09/2019,14/02/2019,18/03/2019,"Educations formelle, non formelle et informelle",TOULOUSE,
0312877J,ESPE ACADEMIE TOULOUSE,4462,,26-I-1,MCF,Non,70,28,,01/09/2019,14/02/2019,18/03/2019,Didactiques de la physique et formation des enseignant.e.s,TOULOUSE,
0342321N,UNIVERSITE DE MONTPELLIER,321 *,70MCF0005,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,Pédagogie générale « Educations à »,Mende,
0342321N,UNIVERSITE DE MONTPELLIER,340 *,70MCF0758,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,Didactique des sciences du vivant,Montpellier,
0350937D,UNIVERSITE RENNES 2,4337 *,,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,"Acteurs, enjeux et problématiques dans le champ de l'action éducative",RENNES,
0350937D,UNIVERSITE RENNES 2,4338 *,,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,Politiques éducatives et enjeux contemporains de l'école,RENNES,
0383493R,UNIVERSITE GRENOBLE ALPES,381 *,EPRCE0051,26-I-1,MCF,Non,70,68,,01/09/2019,21/02/2019,26/03/2019,Sciences de la Vie et de la Terre. Didactique des SVT. Formation des enseignants des 1er et 2nd degré. Environnements numériques au service des apprentissages,Grenoble et Valence,S
0383493R,UNIVERSITE GRENOBLE ALPES,403 *,70MCF1219,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,Processus cognitifs à l oeuvre dans l apprentissage de la Littératie et son enseignement.,Grenoble,S
0383493R,UNIVERSITE GRENOBLE ALPES,406 *,70MCF0998,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,Evaluation des politiques d éducation et de formation,Grenoble,S
0440984F,UNIVERSITE DE NANTES,4511 *,1526,26-I-1,MCF,Non,70,16,,01/09/2019,21/02/2019,26/03/2019,Didactique professionnelle (analyse de l¿activité et développement professionnel des adultes),Nantes,
0542493S,UNIVERSITE DE LORRAINE,1206 *,70MCF0203,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,Pédagogie du supérieur,NANCY MAXEVILLE,
0542493S,UNIVERSITE DE LORRAINE,1207 *,70MCF0514,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,Ecole et pratiques pédagogiques,NANCY,
0597065J,UNIVERSITE DE LILLE,94 *,,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,"Sciences de l'éducation, pédagogie universitaire et orientation professionnelle de l'étudiant.",VILLENEUVE D'ASCQ,
0673021V,UNIVERSITE DE STRASBOURG,4591 *,,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,Sciences de l'éducation,Strasbourg,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4376 *,,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,Handicap,LYON et BRON,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4377 *,,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,Innovation pédagogique,LYON et BRON,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4378 *,,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,Pédagogie et travail social,LYON et BRON,
0751721N,UNIVERSITE PARIS 5 (RENE DESCARTES),4372,PARCOURSUP2,26-I-1,MCF,Non,70,,,01/09/2019,08/01/2019,27/02/2019,Didactique du français langue maternelle,Faculte de Sciences humaines et sociales,
0802142U,ESPE ACADEMIE AMIENS,4460 *,,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,"PSYCHOLOGIE CLINIQUE, PSYCHOLOGIE SOCIALE",POLE CITADELLE,
0870669E,UNIVERSITE DE LIMOGES,4310 *,,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,Education et formation dans et hors l'école,Limoges,
0870669E,UNIVERSITE DE LIMOGES,4311 *,,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,Diversité des publics et analyse des pratiques professionnelles,Limoges,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4516 *,0667,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,"Éducation, intervention territorialisée et intersectionnalité",NANTERRE,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4519 *,1680,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,"Formation des adultes : Apprenance, digital, travail",NANTERRE,
0931238R,UNIVERSITE PARIS 13,4321 *,621,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,sciences de l'éducation,Saint Denis,
0931238R,UNIVERSITE PARIS 13,4325 *,0411,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,Insertion et interventions sociales : territoires et pouvoir d'agir,Villetaneuse,
0931238R,UNIVERSITE PARIS 13,4329 *,0517,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,sciences de l'éducation,Bobigny,
0942353X,ESPE ACADEMIE CRETEIL,4645 *,1499,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,Enseignement et pratiques innovantes en littérature et production d¿écrits,Sites de lESPE de lacademie de Creteil,
0942353X,ESPE ACADEMIE CRETEIL,4650 *,0316,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,"Accès à la culture et aux arts : approches didactique, philosophique et sociologique",Sites de lESPE,
0942353X,ESPE ACADEMIE CRETEIL,4653 *,0225,26-I-1,MCF,Non,70,,,01/09/2019,21/02/2019,26/03/2019,"Sciences de l¿éducation, spécificités de l¿enseignement en lycée technologique et professionnel",Sites de lESPE site de Saint-Denis,
0951793H,UNIVERSITE DE CERGY-PONTOISE,4428 *,,26-I-1,MCF,Non,70,7,9,01/09/2019,21/02/2019,26/03/2019,Didactq du frçais:rech. sur les apprentissages du lire-écrire en tenant compte des difficultés que peuvent rencontrer les élèves.(cf.pdf joint),CERGY,
0060931E,UNIVERSITE DE NICE (SOPHIA ANTIPOLIS),4564,71MCF502,26-I-1,MCF,Non,71,,,01/09/2019,29/01/2019,05/03/2019,"Créativité, Communication et Humanités numériques",UFR LASH,
0060931E,UNIVERSITE DE NICE (SOPHIA ANTIPOLIS),4585,71 MCF 553,26-I-1,MCF,Non,71,,,01/09/2019,29/01/2019,05/03/2019,Anthropologie de la communication et sociologie des usages numériques,UFR LASH,
0141234R,UNIVERSITE DE CAEN (IUT CAEN),4429 *,,26-I-1,MCF,Non,71,,,01/09/2019,21/02/2019,26/03/2019,"Maître de conférences en théorie de la communication, pour parcours de formation professionnelle(DUT); recherches sur les risques communicationnels dans l'innovation numérique au CERREV.",CAEN,
0290346U,UNIV. DE BRETAGNE OCCIDENTALE (BREST),4367 *,7100MCF0703,33,MCF,Non,71,19,16,01/09/2019,21/02/2019,26/03/2019,Communication en santé,BREST,S
0312877J,ESPE ACADEMIE TOULOUSE,4472,,26-I-1,MCF,Non,71,,,01/09/2019,14/02/2019,18/03/2019,Sciences de l¿information et de la communication et formation des enseignants,TOULOUSE,
0350937D,UNIVERSITE RENNES 2,4339 *,,26-I-1,MCF,Non,71,,,01/09/2019,21/02/2019,26/03/2019,Communication organisationnelle,RENNES,
0370770L,UNIVERSITE DE TOURS (IUT TOURS),4433,0219,26-I-1,MCF,Non,71,,,01/09/2019,08/02/2019,11/03/2019,Sciences de l'information,IUT de Tours,
0383493R,UNIVERSITE GRENOBLE ALPES,431 *,71MCF0143,26-I-1,MCF,Non,71,,,01/09/2019,21/02/2019,26/03/2019,"Bibliothèques, livre et édition",Grenoble,S
0383493R,UNIVERSITE GRENOBLE ALPES,432 *,71MCF0261,26-I-1,MCF,Non,71,,,01/09/2019,21/02/2019,26/03/2019,"Information, documentation et organisation",Grenoble,S
0542493S,UNIVERSITE DE LORRAINE,1209 *,71MCF0711,26-I-1,MCF,Non,71,,,01/09/2019,21/02/2019,26/03/2019,"Jeux vidéo, transmédia, narration interactive",METZ,
0542493S,UNIVERSITE DE LORRAINE,1210 *,71MCF0785,26-I-1,MCF,Non,71,,,01/09/2019,21/02/2019,26/03/2019,Sciences de l'information et de la communication,SARREGUEMINES,
0593279U,UNIVERSITE DE VALENCIENNES (UPHF),4224 *,,26-I-1,MCF,Non,71,,,01/09/2019,21/02/2019,26/03/2019,Communication urbaine et Design d'Espace,LE MONT HOUY VALENCIENNES,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4372 *,,26-I-1,MCF,Non,71,,,01/09/2019,21/02/2019,26/03/2019,"Industries médiatiques, culture et savoirs",BRON,
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4301 *,0452,26-I-1,MCF,Non,71,,,01/09/2019,21/02/2019,26/03/2019,Sciences de l¿information et de la communication : communication et information dans les organisations,LYON/BOURG EN BRESSE,S
0692459Y,E.N.S.S.I.B DE LYON,4011 *,,26-I-1,MCF,Non,71,,,01/09/2019,21/02/2019,26/03/2019,"Un ou une MCF en Sciences de l¿information et de la communication, spécialiste de la politique et de la gestion des données numériques. Il ou elle intégrera les projets de recherche d'ELICO.",VILLEURBANNE,
0772502B,UNIVERSITE PARIS EST MARNE LA VALLEE,4217 *,,26-I-1,MCF,Non,71,,,01/09/2019,21/02/2019,26/03/2019,"Qualité, évaluation des systèmes d¿information, données (data)",SERRIS,
0830766G,UNIVERSITE DE TOULON (VAR),4191 *,,26-I-1,MCF,Non,71,,,01/09/2019,21/02/2019,26/03/2019,Maître de conférences « Sciences de l information et de la communication »,TOULON,
0840685N,UNIVERSITE D'AVIGNON,4129 *,,26-I-1,MCF,Non,71,,,01/09/2019,21/02/2019,26/03/2019,Culture et communication,Campus Hannah Arendt  Centre-ville,
0860856N,UNIVERSITE DE POITIERS,4592 *,,26-I-1,MCF,Non,71,,,01/09/2019,21/02/2019,26/03/2019,L enseignant chercheur recrute assurera l essentiel de ses enseignements et de ses travaux de recherche dans le domaine de la transition numerique de l education et de la culture.,Poitiers,
0860856N,UNIVERSITE DE POITIERS,4595 *,,26-I-1,MCF,Non,71,,,01/09/2019,21/02/2019,26/03/2019,"enseignements en theories de la communication, management de projets numeriques, communication des organisations, investigation et methodes de recherche qualitatives",Poitiers,
0911101C,UNIVERSITE PARIS 11,4584 *,71MCF1724,33,MCF,Non,71,,,01/09/2019,21/02/2019,26/03/2019,"Langue, culture et communication",IUT Orsay,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4527 *,1587,26-I-1,MCF,Non,71,,,01/09/2019,21/02/2019,26/03/2019,"Institutions, professions, circulations dans le domaine de la culture et de l'édition",UFR SITEC SAINT-CLOUD,
0931238R,UNIVERSITE PARIS 13,4324 *,0608,26-I-1,MCF,Non,71,,,01/09/2019,21/02/2019,26/03/2019,Sciences de l'information et la communication,Villetaneuse,
0931238R,UNIVERSITE PARIS 13,4330 *,0417,26-I-1,MCF,Non,71,,,01/09/2019,21/02/2019,26/03/2019,Sciences de l'information et de la communication. Pratique et enjeux de la communication,Villetaneuse,
0951793H,UNIVERSITE DE CERGY-PONTOISE,4416 *,,26-I-1,MCF,Non,71,,,01/09/2019,21/02/2019,26/03/2019,"Espace public européen, circulation des idées et transferts intellectuels, analyse du discours,discours médiatique et journalistique, enjeux éditoriaux à l¿ère numérique.(cf fiche de poste)",CERGY,
0370800U,UNIVERSITE DE TOURS,4426,1066,26-I-1,MCF,Non,72,,,01/09/2019,08/02/2019,11/03/2019,"Philosophie de la biologie, philosophie de la médecine et de la psychiatrie",TOURS,
0311383K,UNIVERSITE TOULOUSE 2,4465,,26-I-1,MCF,Non,73,,,01/09/2019,14/02/2019,18/03/2019,"Occitan (LLCER, LANSAD)",TOULOUSE,
9730429D,UNIVERSITE DE LA GUYANE,113 *,,26-I-1,MCF,Non,73,,,01/09/2019,21/02/2019,26/03/2019,Littérature et patrimoine culturel,CAYENNE,
0060931E,UNIVERSITE DE NICE (SOPHIA ANTIPOLIS),4586,74 MCF 592,26-I-1,MCF,Non,74,,,01/09/2019,29/01/2019,05/03/2019,Sciences du mouvement humain - Performance sportive de haut niveau,UFR STAPS,
0251215K,UNIVERSITE DE BESANCON,4511 *,0935,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,STAPS : Ergonomie du Sport et Performance Motrice,BESANCON,
0251215K,UNIVERSITE DE BESANCON,4512 *,1015,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,Histoire du sport et de l'éducation physique,BESANCON,
0311384L,UNIVERSITE TOULOUSE 3,4573 *,,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,Comportement et corrélats cérébraux de la perception et de l¿action,Toulouse,
0311384L,UNIVERSITE TOULOUSE 3,4584 *,,26-I-2,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,Droit et management du sport,Toulouse,
0311384L,UNIVERSITE TOULOUSE 3,4585 *,,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,"Histoire du Sport, Education, santé et inégalités",Toulouse,
0311384L,UNIVERSITE TOULOUSE 3,4586 *,,33,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,"Sociologie, loisirs et inégalités",Toulouse,
0311384L,UNIVERSITE TOULOUSE 3,4587 *,,33,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,"Sociologie, formations/professions et inégalités",Toulouse,
0342321N,UNIVERSITE DE MONTPELLIER,319 *,74MCF0000,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,"Parcours adaptés, individualisation des formations et réussite en licence STAPS, sciences de la vie et activités physiques adaptées.",Montpellier,
0350937D,UNIVERSITE RENNES 2,4344 *,0358,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,STAPS Physiologie et/ou  biomécanique de l'exercice,Rennes,
0350937D,UNIVERSITE RENNES 2,4345 *,2019,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,Staps / Sciences Sociales,Rennes,
0383493R,UNIVERSITE GRENOBLE ALPES,425 *,PRAG0485,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,"Analyse biomécanique de l homme en mouvement, modélisation musculo-squelettique, optimisation, analyse de la performance, traitement du signal électromyographique.",Grenoble et Valence,S
0383493R,UNIVERSITE GRENOBLE ALPES,427 *,74MCF0376,26-I-1,MCF,Non,74,19,23,01/09/2019,21/02/2019,26/03/2019,Sociologie ou management du tourisme sportif de montagne,Grenoble et Valence,S
0440984F,UNIVERSITE DE NANTES,4518 *,1569,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,Sciences de la vie,Nantes,
0511296G,UNIVERSITE DE REIMS,4363 *,74 MCF 1332,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,Développement des enseignements en licence et MASTER management conduite de projet en développement sportif. Initiation à la sociologie générale et à la sociologie du sport.,REIMS,
0511296G,UNIVERSITE DE REIMS,4364 *,74 MCF 1039,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,Approche systémique de l¿homme en mouvement tout au long de la vie,REIMS,
0542493S,UNIVERSITE DE LORRAINE,1212 *,74MCF1227,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,"Physiologie du Sport, de l'Activité Physique Adaptée et des Adaptations à l'Exercice",NANCY,
0542493S,UNIVERSITE DE LORRAINE,1214 *,74MCF0482,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,Neurosciences computationnelles,METZ,
0593279U,UNIVERSITE DE VALENCIENNES (UPHF),4216 *,,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,Approche systémique du comportement moteur de l'Humain à visée clinique,LE MONT HOUY VALENCIENNES,
0593279U,UNIVERSITE DE VALENCIENNES (UPHF),4217 *,,26-I-1,MCF,Non,74,19,,01/09/2019,21/02/2019,26/03/2019,"Sociologie du sport - Pouvoir, Economie, Société, Santé",LE MONT HOUY VALENCIENNES,
0597065J,UNIVERSITE DE LILLE,102 *,,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,"Physiologie, physopathologie métabolique et exercice.",RONCHIN,
0632035V,UNIVERSITE CLERMONT AUVERGNE,161 *,0574,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,Adaptations physiologiques à l¿exercice ¿Entraînement sportif ¿ Programmation de l¿activité physique,AUBIERE,
0632035V,UNIVERSITE CLERMONT AUVERGNE,185 *,0631,26-I-1,MCF,Non,74,20,18,01/09/2019,21/02/2019,26/03/2019,Anthropologie de la danse ¿ Transmission ¿ Interculturalité,AUBIERE,
0640251A,UNIVERSITE DE PAU,4203 *,MC0356,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,Biologie appliquée et Activités Physiques Adaptées pour la Santé / STAPS,Anglet / Tarbes,
0660437S,UNIVERSITE DE PERPIGNAN (VIA DOMITIA),4210 *,,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,Physiologie de l'exercice,SITE DE FONT-ROMEU,
0681166Y,UNIVERSITE DE MULHOUSE,4213 *,74 MCF 0000,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,Enseignant chercheur (MCF) en Sciences et Technologies des Activités Physiques et Sportives dans les disciplines de neurologie ou physiologie,Faculte des Sciences et Techniques,
0730858L,UNIVERSITE DE SAVOIE MONT-BLANC,4262 *,,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,"E:Activités physiques et sportives et sciences de la vie. Compétences dans une APSA minimum.R:Biologie de la motricité : sport, santé.",CHAMBERY,S
0751721N,UNIVERSITE PARIS 5 (RENE DESCARTES),4376,PARCOURSUP4,26-I-1,MCF,Non,74,,,01/09/2019,08/01/2019,27/02/2019,Physiologie du Sport-Santé,UFR STAPS,
0751721N,UNIVERSITE PARIS 5 (RENE DESCARTES),4377,PARCOURSUP3,26-I-1,MCF,Non,74,16,19,01/09/2019,08/01/2019,27/02/2019,Sociologie ou Psychologie expérimentale du Sport-Santé,UFR STAPS,
0772502B,UNIVERSITE PARIS EST MARNE LA VALLEE,4218 *,,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,Management et tourisme sportif,CHAMPS-SUR-MARNE,
0772502B,UNIVERSITE PARIS EST MARNE LA VALLEE,4219 *,,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,"Politiques publiques, activités physiques et sportives et santé",CHAMPS-SUR-MARNE,
0801344B,UNIVERSITE D'AMIENS,4454 *,,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,"MANAGEMENT DE SPORTS, ANIMATION, GESTION ET ORGANISATION DES APS",CAMPUS,
0801344B,UNIVERSITE D'AMIENS,4455 *,,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,ACTIVITES PHYSIQUES ADAPTEES ET DE SANTE,CAMPUS,
0811293R,INSTITUT NATIONAL UNIV. D'ALBI,4138 *,,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,Histoire des activités physiques et sportives,RODEZ,
0811293R,INSTITUT NATIONAL UNIV. D'ALBI,4139 *,,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,Sciences de la vie,RODEZ,
0830766G,UNIVERSITE DE TOULON (VAR),4184 *,,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,"Maître de conférences ""Outils d évaluation de l'activité physique de ses effets - Sciences de la vie et de la santé""",LA GARDE,
0860856N,UNIVERSITE DE POITIERS,4579 *,,33,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,Enseignement : sociologie des activités physiques et sportives et des organisations Recherche au laboratoire GRESCO avec des activités relatives au champs du sport et du sport-santé.,Poitiers,S
0860856N,UNIVERSITE DE POITIERS,4602 *,,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,"Competences principales : adaptations aigues et chroniques a l activite physique, au froid et/ou a l hypoxie chez l individu sain ou pathologique. Entrainement/re-entrainement a l exercice,",Poitiers,
0860856N,UNIVERSITE DE POITIERS,4603 *,,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,L enseignant(e) chercheur aura des solides connaissances au niveau de la finance d entreprise et de la comptabilite appliquees au management du sport (Sciences du Sport),Poitiers,
0860856N,UNIVERSITE DE POITIERS,4608 *,,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,"Competences principales : Sciences du mouvement humain, biomecanique, modelisation, simulation,psychologie cognitive, controle moteur. Optimisation de la coordination motrice, traitement du signal.",Poitiers,S
0911101C,UNIVERSITE PARIS 11,4591 *,74MCF1813,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,Interactions cavalier ¿cheval,Orsay,
0911101C,UNIVERSITE PARIS 11,4592 *,74MCF1735,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,"Socio-histoire des activités physiques, sportives et artistiques",Orsay,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4526 *,CREATION,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,"« Histoire du sport, de l¿éducation physique et des pratiques corporelles. France, Europe, Monde. »",NANTERRE,
0942353X,ESPE ACADEMIE CRETEIL,4646 *,0138,26-I-1,MCF,Non,74,,,01/09/2019,21/02/2019,26/03/2019,Didactique de l¿EPS,Site du second degre general,
